"SITE","LINE","traits","Co59","SITE2"
"CLMB","699","Co59","0.155098023","CLMB"
"CLMB","700","Co59","0.127966509","CLMB"
"CLMB","702","Co59","0.09416509","CLMB"
"CLMB","703","Co59","*","CLMB"
"CLMB","704","Co59","0.123630291","CLMB"
"CLMB","705","Co59","0.086767992","CLMB"
"CLMB","706","Co59","0.15702335","CLMB"
"CLMB","707","Co59","0.23013846","CLMB"
"CLMB","708","Co59","*","CLMB"
"CLMB","710","Co59","0.135510535","CLMB"
"CLMB","711","Co59","0.094889677","CLMB"
"CLMB","712","Co59","0.088433419","CLMB"
"CLMB","713","Co59","0.084180667","CLMB"
"CLMB","714","Co59","0.035761954","CLMB"
"CLMB","715","Co59","0.039120348","CLMB"
"CLMB","716","Co59","0.08807032","CLMB"
"CLMB","718","Co59","0.170647616","CLMB"
"CLMB","719","Co59","0.048638053","CLMB"
"CLMB","720","Co59","0.121609917","CLMB"
"CLMB","721","Co59","*","CLMB"
"CLMB","722","Co59","0.089472762","CLMB"
"CLMB","723","Co59","*","CLMB"
"CLMB","724","Co59","0.072971276","CLMB"
"CLMB","725","Co59","0.057764652","CLMB"
"CLMB","726","Co59","0.077141885","CLMB"
"CLMB","729","Co59","0.126941261","CLMB"
"CLMB","730","Co59","0.073076431","CLMB"
"CLMB","731","Co59","0.10188961","CLMB"
"CLMB","732","Co59","*","CLMB"
"CLMB","733","Co59","*","CLMB"
"CLMB","734","Co59","0.092642841","CLMB"
"CLMB","735","Co59","0.046697294","CLMB"
"CLMB","736","Co59","0.252598178","CLMB"
"CLMB","737","Co59","0.141154503","CLMB"
"CLMB","738","Co59","0.119416483","CLMB"
"CLMB","739","Co59","0.152656671","CLMB"
"CLMB","740","Co59","0.067906541","CLMB"
"CLMB","742","Co59","*","CLMB"
"CLMB","743","Co59","0.059282588","CLMB"
"CLMB","744","Co59","0.217116002","CLMB"
"CLMB","745","Co59","0.09502995","CLMB"
"CLMB","746","Co59","0.10863812","CLMB"
"CLMB","748","Co59","0.056392668","CLMB"
"CLMB","749","Co59","0.066978861","CLMB"
"CLMB","750","Co59","*","CLMB"
"CLMB","751","Co59","0.10440271","CLMB"
"CLMB","752","Co59","0.17646027","CLMB"
"CLMB","753","Co59","0.079779393","CLMB"
"CLMB","755","Co59","0.115237014","CLMB"
"CLMB","756","Co59","0.10265829","CLMB"
"CLMB","757","Co59","0.119416148","CLMB"
"CLMB","758","Co59","0.164627559","CLMB"
"CLMB","759","Co59","0.043513362","CLMB"
"CLMB","760","Co59","*","CLMB"
"CLMB","761","Co59","0.091482705","CLMB"
"CLMB","762","Co59","0.150071996","CLMB"
"CLMB","763","Co59","*","CLMB"
"CLMB","764","Co59","0.053748739","CLMB"
"CLMB","765","Co59","0.063981903","CLMB"
"CLMB","766","Co59","*","CLMB"
"CLMB","767","Co59","*","CLMB"
"CLMB","768","Co59","0.1152209","CLMB"
"CLMB","769","Co59","*","CLMB"
"CLMB","770","Co59","0.11194054","CLMB"
"CLMB","771","Co59","0.07825027","CLMB"
"CLMB","772","Co59","*","CLMB"
"CLMB","773","Co59","0.149071983","CLMB"
"CLMB","774","Co59","0.128811727","CLMB"
"CLMB","775","Co59","0.118898105","CLMB"
"CLMB","776","Co59","0.0881195","CLMB"
"CLMB","777","Co59","0.08811236","CLMB"
"CLMB","778","Co59","0.145295808","CLMB"
"CLMB","779","Co59","0.210824383","CLMB"
"CLMB","780","Co59","0.065819642","CLMB"
"CLMB","781","Co59","0.092539276","CLMB"
"CLMB","782","Co59","0.143702473","CLMB"
"CLMB","783","Co59","0.132966077","CLMB"
"CLMB","784","Co59","0.150569913","CLMB"
"CLMB","785","Co59","0.055498394","CLMB"
"CLMB","786","Co59","*","CLMB"
"CLMB","787","Co59","0.071104583","CLMB"
"CLMB","788","Co59","0.168856177","CLMB"
"CLMB","789","Co59","0.03262884","CLMB"
"CLMB","790","Co59","0.047083521","CLMB"
"CLMB","792","Co59","0.183175606","CLMB"
"CLMB","794","Co59","0.176867148","CLMB"
"CLMB","795","Co59","0.096528696","CLMB"
"CLMB","796","Co59","0.098982804","CLMB"
"CLMB","797","Co59","0.074197275","CLMB"
"CLMB","799","Co59","0.118664368","CLMB"
"CLMB","800","Co59","0.192354963","CLMB"
"CLMB","801","Co59","0.145584586","CLMB"
"CLMB","802","Co59","0.11420536","CLMB"
"CLMB","803","Co59","0.115761274","CLMB"
"CLMB","804","Co59","0.066398002","CLMB"
"CLMB","805","Co59","0.120185553","CLMB"
"CLMB","806","Co59","0.13473793","CLMB"
"CLMB","808","Co59","*","CLMB"
"CLMB","809","Co59","0.076500456","CLMB"
"CLMB","810","Co59","0.08673735","CLMB"
"CLMB","811","Co59","0.09181261","CLMB"
"CLMB","812","Co59","*","CLMB"
"CLMB","813","Co59","*","CLMB"
"CLMB","814","Co59","0.171752733","CLMB"
"CLMB","815","Co59","0.049215466","CLMB"
"CLMB","816","Co59","0.104347075","CLMB"
"CLMB","817","Co59","0.121241448","CLMB"
"CLMB","818","Co59","0.140366404","CLMB"
"CLMB","819","Co59","0.032764494","CLMB"
"CLMB","820","Co59","0.199524004","CLMB"
"CLMB","821","Co59","0.052125371","CLMB"
"CLMB","822","Co59","0.131740542","CLMB"
"CLMB","823","Co59","0.148131948","CLMB"
"CLMB","824","Co59","*","CLMB"
"CLMB","825","Co59","*","CLMB"
"KBSM","1","Co59","0.044599966","KBSM"
"KBSM","2","Co59","0.039141893","KBSM"
"KBSM","3","Co59","0.019921059","KBSM"
"KBSM","4","Co59","0.023331975","KBSM"
"KBSM","5","Co59","0.026520652","KBSM"
"KBSM","7","Co59","0.023559401","KBSM"
"KBSM","8","Co59","0.023836466","KBSM"
"KBSM","9","Co59","0.028595655","KBSM"
"KBSM","10","Co59","0.040529749","KBSM"
"KBSM","11","Co59","0.026535617","KBSM"
"KBSM","12","Co59","0.022595035","KBSM"
"KBSM","13","Co59","*","KBSM"
"KBSM","14","Co59","0.034742424","KBSM"
"KBSM","15","Co59","0.026159928","KBSM"
"KBSM","16","Co59","*","KBSM"
"KBSM","17","Co59","0.024243574","KBSM"
"KBSM","18","Co59","0.074835572","KBSM"
"KBSM","19","Co59","0.04267852","KBSM"
"KBSM","20","Co59","0.025810616","KBSM"
"KBSM","21","Co59","*","KBSM"
"KBSM","22","Co59","0.025544574","KBSM"
"KBSM","23","Co59","0.016590735","KBSM"
"KBSM","24","Co59","*","KBSM"
"KBSM","25","Co59","0.025838884","KBSM"
"KBSM","26","Co59","0.030169455","KBSM"
"KBSM","27","Co59","*","KBSM"
"KBSM","28","Co59","0.020849326","KBSM"
"KBSM","29","Co59","0.055848443","KBSM"
"KBSM","30","Co59","0.023723859","KBSM"
"KBSM","31","Co59","0.019258031","KBSM"
"KBSM","32","Co59","0.028206703","KBSM"
"KBSM","33","Co59","0.031993872","KBSM"
"KBSM","34","Co59","0.032122701","KBSM"
"KBSM","35","Co59","0.027023675","KBSM"
"KBSM","36","Co59","0.018777627","KBSM"
"KBSM","37","Co59","0.02784117","KBSM"
"KBSM","38","Co59","0.021233084","KBSM"
"KBSM","39","Co59","0.026339361","KBSM"
"KBSM","40","Co59","0.027003924","KBSM"
"KBSM","41","Co59","0.044078675","KBSM"
"KBSM","42","Co59","0.028702842","KBSM"
"KBSM","43","Co59","0.032079762","KBSM"
"KBSM","44","Co59","0.021946375","KBSM"
"KBSM","46","Co59","0.03427518","KBSM"
"KBSM","48","Co59","0.029215507","KBSM"
"KBSM","49","Co59","*","KBSM"
"KBSM","50","Co59","*","KBSM"
"KBSM","52","Co59","0.019262716","KBSM"
"KBSM","53","Co59","0.035962634","KBSM"
"KBSM","54","Co59","0.029022634","KBSM"
"KBSM","55","Co59","0.023458361","KBSM"
"KBSM","56","Co59","0.020685933","KBSM"
"KBSM","57","Co59","0.021835993","KBSM"
"KBSM","58","Co59","*","KBSM"
"KBSM","59","Co59","*","KBSM"
"KBSM","60","Co59","*","KBSM"
"KBSM","61","Co59","0.019947939","KBSM"
"KBSM","62","Co59","0.043711185","KBSM"
"KBSM","63","Co59","*","KBSM"
"KBSM","64","Co59","0.020069374","KBSM"
"KBSM","65","Co59","0.048173293","KBSM"
"KBSM","66","Co59","0.020471919","KBSM"
"KBSM","67","Co59","0.023165639","KBSM"
"KBSM","68","Co59","0.021632196","KBSM"
"KBSM","69","Co59","0.01596117","KBSM"
"KBSM","70","Co59","0.02090988","KBSM"
"KBSM","72","Co59","0.026539763","KBSM"
"KBSM","73","Co59","0.0268901455","KBSM"
"KBSM","74","Co59","0.023591998","KBSM"
"KBSM","75","Co59","*","KBSM"
"KBSM","76","Co59","*","KBSM"
"KBSM","77","Co59","*","KBSM"
"KBSM","78","Co59","0.022503258","KBSM"
"KBSM","79","Co59","0.016026949","KBSM"
"KBSM","80","Co59","0.022442066","KBSM"
"KBSM","81","Co59","0.027598862","KBSM"
"KBSM","83","Co59","0.036683646","KBSM"
"KBSM","84","Co59","*","KBSM"
"KBSM","85","Co59","0.024883555","KBSM"
"KBSM","86","Co59","0.040474134","KBSM"
"KBSM","87","Co59","0.015706034","KBSM"
"KBSM","88","Co59","0.025738612","KBSM"
"KBSM","89","Co59","0.029354258","KBSM"
"KBSM","90","Co59","0.025812838","KBSM"
"KBSM","91","Co59","0.020531084","KBSM"
"KBSM","93","Co59","0.025469795","KBSM"
"KBSM","94","Co59","0.03525483","KBSM"
"KBSM","95","Co59","0.023132727","KBSM"
"KBSM","96","Co59","0.040230634","KBSM"
"KBSM","97","Co59","0.020706168","KBSM"
"KBSM","99","Co59","0.026446015","KBSM"
"KBSM","100","Co59","0.019033597","KBSM"
"KBSM","101","Co59","0.034995384","KBSM"
"KBSM","103","Co59","0.030696244","KBSM"
"KBSM","104","Co59","0.025248823","KBSM"
"KBSM","105","Co59","0.029049567","KBSM"
"KBSM","106","Co59","0.031745556","KBSM"
"KBSM","107","Co59","0.036204656","KBSM"
"KBSM","110","Co59","0.025045911","KBSM"
"KBSM","111","Co59","0.025334259","KBSM"
"KBSM","112","Co59","0.02207055","KBSM"
"KBSM","113","Co59","*","KBSM"
"KBSM","114","Co59","0.023833334","KBSM"
"KBSM","115","Co59","0.020002081","KBSM"
"KBSM","116","Co59","0.024110702","KBSM"
"KBSM","117","Co59","0.033627676","KBSM"
"KBSM","118","Co59","0.016718606","KBSM"
"KBSM","119","Co59","0.018500537","KBSM"
"KBSM","120","Co59","*","KBSM"
"KBSM","122","Co59","0.056308714","KBSM"
"KBSM","123","Co59","0.030421965","KBSM"
"KBSM","125","Co59","0.024653195","KBSM"
"KBSM","126","Co59","0.039874313","KBSM"
"KBSM","127","Co59","0.020533007","KBSM"
"KBSM","128","Co59","0.029544163","KBSM"
"KBSM","130","Co59","0.030142875","KBSM"
"KBSM","131","Co59","0.025696785","KBSM"
"KBSM","132","Co59","0.018737705","KBSM"
"KBSM","134","Co59","0.018129853","KBSM"
"KBSM","135","Co59","0.029668313","KBSM"
"KBSM","136","Co59","0.031372917","KBSM"
"KBSM","137","Co59","0.096553613","KBSM"
"KBSM","138","Co59","*","KBSM"
"KBSM","139","Co59","0.031747059","KBSM"
"KBSM","142","Co59","0.018771894","KBSM"
"KBSM","143","Co59","0.021435497","KBSM"
"KBSM","144","Co59","0.025271201","KBSM"
"KBSM","145","Co59","0.044333575","KBSM"
"KBSM","146","Co59","*","KBSM"
"KBSM","147","Co59","0.026318893","KBSM"
"KBSM","148","Co59","0.031818604","KBSM"
"KBSM","150","Co59","0.027986777","KBSM"
"KBSM","151","Co59","0.031883722","KBSM"
"KBSM","152","Co59","0.028671501","KBSM"
"KBSM","153","Co59","0.02182775","KBSM"
"KBSM","154","Co59","0.028117441","KBSM"
"KBSM","155","Co59","0.021450857","KBSM"
"KBSM","156","Co59","0.031544951","KBSM"
"KBSM","157","Co59","0.030212873","KBSM"
"KBSM","158","Co59","0.070082205","KBSM"
"KBSM","159","Co59","0.028910576","KBSM"
"KBSM","161","Co59","0.036663834","KBSM"
"KBSM","163","Co59","0.016153047","KBSM"
"KBSM","164","Co59","0.147140144","KBSM"
"KBSM","166","Co59","0.027295411","KBSM"
"KBSM","167","Co59","0.028704748","KBSM"
"KBSM","168","Co59","0.030054114","KBSM"
"KBSM","169","Co59","*","KBSM"
"KBSM","170","Co59","0.03399976","KBSM"
"KBSM","171","Co59","0.02852477","KBSM"
"KBSM","172","Co59","0.019209581","KBSM"
"KBSM","173","Co59","0.019861859","KBSM"
"KBSM","174","Co59","0.019458616","KBSM"
"KBSM","175","Co59","0.025861787","KBSM"
"KBSM","176","Co59","0.034414706","KBSM"
"KBSM","177","Co59","0.033666248","KBSM"
"KBSM","178","Co59","0.083839529","KBSM"
"KBSM","180","Co59","*","KBSM"
"KBSM","181","Co59","*","KBSM"
"KBSM","182","Co59","0.026692966","KBSM"
"KBSM","184","Co59","0.040179378","KBSM"
"KBSM","185","Co59","0.024024537","KBSM"
"KBSM","186","Co59","*","KBSM"
"KBSM","187","Co59","0.027546152","KBSM"
"KBSM","188","Co59","0.019440286","KBSM"
"KBSM","189","Co59","0.015360864","KBSM"
"KBSM","190","Co59","0.021061851","KBSM"
"KBSM","191","Co59","0.023178099","KBSM"
"KBSM","192","Co59","*","KBSM"
"KBSM","193","Co59","0.028825851","KBSM"
"KBSM","194","Co59","0.02528674","KBSM"
"KBSM","195","Co59","0.028269222","KBSM"
"KBSM","196","Co59","0.016978027","KBSM"
"KBSM","197","Co59","0.016599334","KBSM"
"KBSM","198","Co59","0.021480953","KBSM"
"KBSM","199","Co59","0.024359029","KBSM"
"KBSM","200","Co59","0.017719074","KBSM"
"KBSM","201","Co59","0.025012285","KBSM"
"KBSM","203","Co59","0.02269839","KBSM"
"KBSM","204","Co59","0.049623733","KBSM"
"KBSM","205","Co59","0.058276647","KBSM"
"KBSM","207","Co59","0.022252178","KBSM"
"KBSM","208","Co59","0.034184519","KBSM"
"KBSM","209","Co59","*","KBSM"
"KBSM","210","Co59","0.022171388","KBSM"
"KBSM","211","Co59","*","KBSM"
"KBSM","212","Co59","*","KBSM"
"KBSM","213","Co59","0.020908363","KBSM"
"KBSM","214","Co59","0.022698871","KBSM"
"KBSM","215","Co59","0.030831298","KBSM"
"KBSM","216","Co59","0.034784808","KBSM"
"KBSM","217","Co59","0.063588178","KBSM"
"KBSM","218","Co59","0.019727954","KBSM"
"KBSM","219","Co59","*","KBSM"
"KBSM","220","Co59","*","KBSM"
"KBSM","221","Co59","0.023648092","KBSM"
"KBSM","222","Co59","0.044363813","KBSM"
"KBSM","223","Co59","0.036568194","KBSM"
"KBSM","224","Co59","0.026583682","KBSM"
"KBSM","225","Co59","*","KBSM"
"KBSM","226","Co59","0.032522256","KBSM"
"KBSM","227","Co59","0.024934272","KBSM"
"KBSM","228","Co59","0.022429345","KBSM"
"KBSM","229","Co59","0.032236203","KBSM"
"KBSM","230","Co59","0.066947341","KBSM"
"KBSM","231","Co59","*","KBSM"
"KBSM","232","Co59","0.023401864","KBSM"
"KBSM","233","Co59","*","KBSM"
"KBSM","234","Co59","0.020914665","KBSM"
"KBSM","235","Co59","0.027069522","KBSM"
"KBSM","236","Co59","0.031810823","KBSM"
"KBSM","237","Co59","0.034824357","KBSM"
"KBSM","238","Co59","*","KBSM"
"KBSM","239","Co59","0.029582906","KBSM"
"KBSM","240","Co59","*","KBSM"
"KBSM","241","Co59","*","KBSM"
"KBSM","242","Co59","0.023548945","KBSM"
"KBSM","243","Co59","0.038541383","KBSM"
"KBSM","244","Co59","0.025796249","KBSM"
"KBSM","245","Co59","0.023336598","KBSM"
"KBSM","246","Co59","0.024606512","KBSM"
"KBSM","247","Co59","0.037045791","KBSM"
"KBSM","248","Co59","0.046118558","KBSM"
"KBSM","249","Co59","0.016787226","KBSM"
"KBSM","250","Co59","0.030573231","KBSM"
"KBSM","251","Co59","0.032078907","KBSM"
"KBSM","252","Co59","0.029984988","KBSM"
"KBSM","253","Co59","*","KBSM"
"KBSM","254","Co59","0.033886384","KBSM"
"KBSM","255","Co59","0.031858694","KBSM"
"KBSM","256","Co59","0.027370468","KBSM"
"KBSM","257","Co59","0.031200822","KBSM"
"KBSM","258","Co59","0.102847948","KBSM"
"KBSM","259","Co59","0.032638256","KBSM"
"KBSM","260","Co59","0.025704447","KBSM"
"KBSM","261","Co59","*","KBSM"
"KBSM","262","Co59","*","KBSM"
"KBSM","263","Co59","0.023225156","KBSM"
"KBSM","264","Co59","0.044211344","KBSM"
"KBSM","265","Co59","0.019976091","KBSM"
"KBSM","267","Co59","0.038199279","KBSM"
"KBSM","268","Co59","0.024066881","KBSM"
"KBSM","269","Co59","*","KBSM"
"KBSM","270","Co59","0.021247972","KBSM"
"KBSM","271","Co59","*","KBSM"
"KBSM","272","Co59","0.027341004","KBSM"
"KBSM","273","Co59","0.020920872","KBSM"
"KBSM","274","Co59","0.032643314","KBSM"
"KBSM","275","Co59","0.031497447","KBSM"
"KBSM","276","Co59","0.03363987","KBSM"
"KBSM","277","Co59","0.020816184","KBSM"
"KBSM","278","Co59","*","KBSM"
"KBSM","279","Co59","0.037957974","KBSM"
"KBSM","281","Co59","0.025655869","KBSM"
"KBSM","282","Co59","*","KBSM"
"KBSM","283","Co59","0.017163907","KBSM"
"KBSM","284","Co59","0.016135571","KBSM"
"KBSM","285","Co59","0.019754325","KBSM"
"KBSM","286","Co59","0.027624327","KBSM"
"KBSM","287","Co59","0.03579093","KBSM"
"KBSM","288","Co59","*","KBSM"
"KBSM","289","Co59","0.025587655","KBSM"
"KBSM","292","Co59","0.023552465","KBSM"
"KBSM","293","Co59","0.03235418","KBSM"
"KBSM","294","Co59","0.027965815","KBSM"
"KBSM","296","Co59","0.024168808","KBSM"
"KBSM","297","Co59","0.045207252","KBSM"
"KBSM","298","Co59","0.027918354","KBSM"
"KBSM","299","Co59","0.026879551","KBSM"
"KBSM","300","Co59","0.019909338","KBSM"
"KBSM","301","Co59","0.025277379","KBSM"
"KBSM","302","Co59","0.028935699","KBSM"
"KBSM","303","Co59","0.044310294","KBSM"
"KBSM","304","Co59","0.028597174","KBSM"
"KBSM","305","Co59","0.020287631","KBSM"
"KBSM","306","Co59","0.042995182","KBSM"
"KBSM","307","Co59","0.024229802","KBSM"
"KBSM","308","Co59","0.029598994","KBSM"
"KBSM","310","Co59","0.036567904","KBSM"
"KBSM","311","Co59","*","KBSM"
"KBSM","312","Co59","0.021092775","KBSM"
"KBSM","313","Co59","0.017282683","KBSM"
"KBSM","314","Co59","0.020635592","KBSM"
"KBSM","315","Co59","0.021373703","KBSM"
"KBSM","317","Co59","0.036380247","KBSM"
"KBSM","318","Co59","0.027569843","KBSM"
"KBSM","319","Co59","*","KBSM"
"KBSM","320","Co59","0.016501952","KBSM"
"KBSM","322","Co59","0.020635563","KBSM"
"KBSM","323","Co59","0.027900046","KBSM"
"KBSM","324","Co59","0.027217158","KBSM"
"KBSM","325","Co59","0.029717427","KBSM"
"KBSM","326","Co59","0.026108955","KBSM"
"KBSM","328","Co59","0.025156834","KBSM"
"KBSM","330","Co59","0.041227801","KBSM"
"KBSM","332","Co59","0.02993658","KBSM"
"KBSM","333","Co59","0.029830757","KBSM"
"KBSM","334","Co59","0.023939492","KBSM"
"KBSM","335","Co59","0.017150403","KBSM"
"KBSM","336","Co59","0.097284001","KBSM"
"KBSM","337","Co59","0.030687555","KBSM"
"KBSM","338","Co59","0.029183887","KBSM"
"KBSM","339","Co59","0.020695412","KBSM"
"KBSM","340","Co59","*","KBSM"
"KBSM","341","Co59","0.021546701","KBSM"
"KBSM","342","Co59","0.036340443","KBSM"
"KBSM","343","Co59","0.032375735","KBSM"
"KBSM","345","Co59","0.042898116","KBSM"
"KBSM","346","Co59","0.020640409","KBSM"
"KBSM","347","Co59","0.019435643","KBSM"
"KBSM","349","Co59","0.025888393","KBSM"
"KBSM","350","Co59","0.029130888","KBSM"
"KBSM","352","Co59","*","KBSM"
"KBSM","353","Co59","0.027710447","KBSM"
"KBSM","354","Co59","0.03087241","KBSM"
"KBSM","356","Co59","0.01957305","KBSM"
"KBSM","358","Co59","0.019983269","KBSM"
"KBSM","359","Co59","0.021007429","KBSM"
"KBSM","360","Co59","0.019325069","KBSM"
"KBSM","361","Co59","0.022477648","KBSM"
"KBSM","363","Co59","0.05018761","KBSM"
"KBSM","364","Co59","0.030791535","KBSM"
"KBSM","365","Co59","0.019446062","KBSM"
"KBSM","366","Co59","0.025481334","KBSM"
"KBSM","367","Co59","0.053796694","KBSM"
"KBSM","368","Co59","*","KBSM"
"KBSM","369","Co59","0.028239672","KBSM"
"KBSM","370","Co59","0.01790081","KBSM"
"KBSM","371","Co59","0.022085203","KBSM"
"KBSM","372","Co59","0.033080754","KBSM"
"KBSM","373","Co59","0.020612247","KBSM"
"KBSM","374","Co59","0.03128659","KBSM"
"KBSM","375","Co59","0.03410128","KBSM"
"KBSM","377","Co59","*","KBSM"
"KBSM","378","Co59","0.027982788","KBSM"
"KBSM","379","Co59","0.028129035","KBSM"
"KBSM","380","Co59","0.034134612","KBSM"
"KBSM","381","Co59","0.021277349","KBSM"
"KBSM","382","Co59","0.024529337","KBSM"
"KBSM","383","Co59","0.034747037","KBSM"
"KBSM","384","Co59","0.034794031","KBSM"
"KBSM","386","Co59","0.03172591","KBSM"
"KBSM","388","Co59","0.016971019","KBSM"
"KBSM","389","Co59","0.019691319","KBSM"
"KBSM","390","Co59","0.024971223","KBSM"
"KBSM","391","Co59","0.027803037","KBSM"
"KBSM","392","Co59","0.0695164425","KBSM"
"KBSM","393","Co59","0.022270681","KBSM"
"KBSM","394","Co59","0.037399266","KBSM"
"KBSM","395","Co59","0.102677664","KBSM"
"KBSM","396","Co59","0.030461077","KBSM"
"KBSM","397","Co59","0.037992132","KBSM"
"KBSM","398","Co59","0.017932463","KBSM"
"KBSM","399","Co59","0.041138679","KBSM"
"KBSM","400","Co59","0.018632822","KBSM"
"KBSM","402","Co59","*","KBSM"
"KBSM","403","Co59","0.023680291","KBSM"
"KBSM","404","Co59","0.025576748","KBSM"
"KBSM","405","Co59","0.044572866","KBSM"
"KBSM","406","Co59","0.116967822","KBSM"
"KBSM","407","Co59","0.032828827","KBSM"
"KBSM","408","Co59","0.087757238","KBSM"
"KBSM","409","Co59","0.048800861","KBSM"
"KBSM","410","Co59","0.037370121","KBSM"
"KBSM","411","Co59","0.029565557","KBSM"
"KBSM","412","Co59","0.020564223","KBSM"
"KBSM","413","Co59","*","KBSM"
"KBSM","414","Co59","0.035459204","KBSM"
"KBSM","415","Co59","0.024374188","KBSM"
"KBSM","416","Co59","*","KBSM"
"KBSM","417","Co59","0.022453206","KBSM"
"KBSM","418","Co59","0.024332491","KBSM"
"KBSM","419","Co59","0.028970765","KBSM"
"KBSM","420","Co59","0.024234692","KBSM"
"KBSM","421","Co59","0.0388774","KBSM"
"KBSM","422","Co59","0.043309692","KBSM"
"KBSM","423","Co59","0.033667316","KBSM"
"KBSM","424","Co59","0.019746067","KBSM"
"KBSM","425","Co59","0.025679892","KBSM"
"KBSM","426","Co59","0.040337473","KBSM"
"KBSM","427","Co59","0.023743183","KBSM"
"KBSM","428","Co59","0.03969942","KBSM"
"KBSM","429","Co59","0.024656423","KBSM"
"KBSM","431","Co59","0.025007872","KBSM"
"KBSM","432","Co59","0.024508358","KBSM"
"KBSM","433","Co59","0.028590766","KBSM"
"KBSM","435","Co59","0.021022726","KBSM"
"KBSM","436","Co59","0.025808926","KBSM"
"KBSM","437","Co59","*","KBSM"
"KBSM","438","Co59","*","KBSM"
"KBSM","439","Co59","0.034162409","KBSM"
"KBSM","440","Co59","0.016171045","KBSM"
"KBSM","442","Co59","0.031708544","KBSM"
"KBSM","443","Co59","0.01396472","KBSM"
"KBSM","444","Co59","0.019572319","KBSM"
"KBSM","445","Co59","0.020992236","KBSM"
"KBSM","446","Co59","0.025533458","KBSM"
"KBSM","447","Co59","0.029560144","KBSM"
"KBSM","448","Co59","0.017886817","KBSM"
"KBSM","449","Co59","0.031570395","KBSM"
"KBSM","450","Co59","0.02225434","KBSM"
"KBSM","451","Co59","0.017892218","KBSM"
"KBSM","452","Co59","0.031672281","KBSM"
"KBSM","453","Co59","0.025547225","KBSM"
"KBSM","454","Co59","*","KBSM"
"KBSM","455","Co59","0.014964198","KBSM"
"KBSM","456","Co59","0.020494648","KBSM"
"KBSM","458","Co59","0.067862451","KBSM"
"KBSM","459","Co59","0.03879297","KBSM"
"KBSM","460","Co59","0.028022026","KBSM"
"KBSM","461","Co59","0.023220432","KBSM"
"KBSM","462","Co59","0.019942661","KBSM"
"KBSM","463","Co59","0.041746323","KBSM"
"KBSM","464","Co59","0.018979225","KBSM"
"KBSM","465","Co59","0.028122436","KBSM"
"KBSM","466","Co59","0.025284994","KBSM"
"KBSM","467","Co59","0.022375612","KBSM"
"KBSM","468","Co59","0.018007226","KBSM"
"KBSM","469","Co59","0.052642663","KBSM"
"KBSM","470","Co59","0.047772789","KBSM"
"KBSM","471","Co59","0.027953874","KBSM"
"KBSM","472","Co59","0.025521436","KBSM"
"KBSM","473","Co59","0.028745729","KBSM"
"KBSM","474","Co59","*","KBSM"
"KBSM","475","Co59","0.045854452","KBSM"
"KBSM","476","Co59","0.036421042","KBSM"
"KBSM","477","Co59","0.032027096","KBSM"
"KBSM","479","Co59","0.041456447","KBSM"
"KBSM","480","Co59","0.042548936","KBSM"
"KBSM","482","Co59","*","KBSM"
"KBSM","483","Co59","0.022199287","KBSM"
"KBSM","484","Co59","0.032994203","KBSM"
"KBSM","485","Co59","0.034212073","KBSM"
"KBSM","486","Co59","*","KBSM"
"KBSM","487","Co59","0.030033738","KBSM"
"KBSM","488","Co59","0.036486721","KBSM"
"KBSM","489","Co59","0.060691611","KBSM"
"KBSM","491","Co59","0.027900775","KBSM"
"KBSM","492","Co59","0.022767298","KBSM"
"KBSM","493","Co59","0.037131492","KBSM"
"KBSM","494","Co59","0.028474532","KBSM"
"KBSM","495","Co59","0.034642203","KBSM"
"KBSM","496","Co59","0.035285303","KBSM"
"KBSM","497","Co59","0.037570784","KBSM"
"KBSM","498","Co59","0.023151534","KBSM"
"KBSM","499","Co59","*","KBSM"
"KBSM","500","Co59","0.028982121","KBSM"
"KBSM","501","Co59","0.019140192","KBSM"
"KBSM","502","Co59","0.036412864","KBSM"
"KBSM","503","Co59","0.032008597","KBSM"
"KBSM","504","Co59","*","KBSM"
"KBSM","505","Co59","0.020214344","KBSM"
"KBSM","506","Co59","0.020729114","KBSM"
"KBSM","507","Co59","0.040338888","KBSM"
"KBSM","508","Co59","0.03365796","KBSM"
"KBSM","511","Co59","0.019284739","KBSM"
"KBSM","512","Co59","0.037116558","KBSM"
"KBSM","513","Co59","0.016106551","KBSM"
"KBSM","514","Co59","*","KBSM"
"KBSM","515","Co59","0.026455088","KBSM"
"KBSM","516","Co59","0.01594108","KBSM"
"KBSM","518","Co59","*","KBSM"
"KBSM","520","Co59","0.028488201","KBSM"
"KBSM","521","Co59","0.028559773","KBSM"
"KBSM","522","Co59","0.023361673","KBSM"
"KBSM","523","Co59","0.029722899","KBSM"
"KBSM","524","Co59","0.105883487","KBSM"
"KBSM","525","Co59","0.029528871","KBSM"
"KBSM","526","Co59","0.02414439","KBSM"
"KBSM","527","Co59","0.039726599","KBSM"
"KBSM","529","Co59","*","KBSM"
"KBSM","530","Co59","0.025252245","KBSM"
"KBSM","531","Co59","0.026230295","KBSM"
"KBSM","532","Co59","0.042876057","KBSM"
"KBSM","533","Co59","0.030044642","KBSM"
"KBSM","534","Co59","0.053730852","KBSM"
"KBSM","535","Co59","0.017129854","KBSM"
"KBSM","536","Co59","0.019665968","KBSM"
"KBSM","537","Co59","0.038832831","KBSM"
"KBSM","539","Co59","0.032281997","KBSM"
"KBSM","540","Co59","0.028228951","KBSM"
