"SITE","LINE","traits","Cd111","SITE2"
"CLMB","644","Cd111","*","CLMB"
"CLMB","645","Cd111","0.004469558","CLMB"
"CLMB","647","Cd111","0.021380442","CLMB"
"CLMB","648","Cd111","*","CLMB"
"CLMB","649","Cd111","0.03104682","CLMB"
"CLMB","652","Cd111","0.045742617","CLMB"
"CLMB","654","Cd111","0.02588258","CLMB"
"CLMB","655","Cd111","0.013169786","CLMB"
"CLMB","656","Cd111","0.02122524","CLMB"
"CLMB","657","Cd111","0.026094533","CLMB"
"CLMB","658","Cd111","0.050161496","CLMB"
"CLMB","660","Cd111","0.02804065","CLMB"
"CLMB","661","Cd111","0.01663907","CLMB"
"CLMB","663","Cd111","0.022401323","CLMB"
"CLMB","664","Cd111","0.01924939","CLMB"
"CLMB","666","Cd111","0.028872068","CLMB"
"CLMB","667","Cd111","0.008671598","CLMB"
"CLMB","668","Cd111","0.038460865","CLMB"
"CLMB","669","Cd111","0.027459207","CLMB"
"CLMB","670","Cd111","*","CLMB"
"CLMB","671","Cd111","0.018657226","CLMB"
"CLMB","672","Cd111","0.026138374","CLMB"
"CLMB","673","Cd111","0.025664753","CLMB"
"CLMB","674","Cd111","0.029184031","CLMB"
"CLMB","675","Cd111","0.013110788","CLMB"
"CLMB","677","Cd111","0.054864047","CLMB"
"CLMB","679","Cd111","*","CLMB"
"CLMB","680","Cd111","0.010323117","CLMB"
"CLMB","681","Cd111","0.010240846","CLMB"
"CLMB","682","Cd111","0.014011259","CLMB"
"CLMB","683","Cd111","0.048331856","CLMB"
"CLMB","684","Cd111","0.037210554","CLMB"
"CLMB","685","Cd111","0.004203261","CLMB"
"CLMB","686","Cd111","0.037743306","CLMB"
"CLMB","689","Cd111","0.031457906","CLMB"
"CLMB","690","Cd111","0.051900996","CLMB"
"CLMB","691","Cd111","0.025840551","CLMB"
"CLMB","692","Cd111","0.029291341","CLMB"
"CLMB","693","Cd111","0.057776947","CLMB"
"CLMB","694","Cd111","0.025731868","CLMB"
"CLMB","695","Cd111","0.013195572","CLMB"
"CLMB","696","Cd111","0.060200641","CLMB"
"CLMB","697","Cd111","0.021894366","CLMB"
"CLMB","698","Cd111","0.034413437","CLMB"
"CLMB","699","Cd111","0.018008224","CLMB"
"CLMB","700","Cd111","0.006365876","CLMB"
"CLMB","702","Cd111","0.057673689","CLMB"
"CLMB","703","Cd111","0.048910799","CLMB"
"CLMB","704","Cd111","0.031351756","CLMB"
"CLMB","705","Cd111","0.004061327","CLMB"
"CLMB","706","Cd111","0.039362158","CLMB"
"CLMB","707","Cd111","0.004746851","CLMB"
"CLMB","708","Cd111","*","CLMB"
"CLMB","710","Cd111","0.017542913","CLMB"
"CLMB","711","Cd111","0.008616758","CLMB"
"CLMB","712","Cd111","0.011627506","CLMB"
"CLMB","713","Cd111","0.054504402","CLMB"
"CLMB","714","Cd111","0.013216555","CLMB"
"CLMB","715","Cd111","0.006947983","CLMB"
"CLMB","716","Cd111","0.008126214","CLMB"
"CLMB","718","Cd111","0.033481342","CLMB"
"CLMB","719","Cd111","0.019038784","CLMB"
"CLMB","720","Cd111","0.021503399","CLMB"
"CLMB","721","Cd111","*","CLMB"
"CLMB","722","Cd111","0.020371651","CLMB"
"CLMB","723","Cd111","*","CLMB"
"CLMB","724","Cd111","0.013413821","CLMB"
"CLMB","725","Cd111","0.012660696","CLMB"
"CLMB","726","Cd111","0.002760572","CLMB"
"CLMB","729","Cd111","0.030087707","CLMB"
"CLMB","730","Cd111","0.028739665","CLMB"
"CLMB","731","Cd111","0.008167305","CLMB"
"CLMB","732","Cd111","*","CLMB"
"CLMB","733","Cd111","*","CLMB"
"CLMB","734","Cd111","0.062945842","CLMB"
"CLMB","735","Cd111","0.029265929","CLMB"
"CLMB","736","Cd111","0.035653077","CLMB"
"CLMB","737","Cd111","0.02782651","CLMB"
"CLMB","738","Cd111","0.048241656","CLMB"
"CLMB","739","Cd111","0.027120249","CLMB"
"CLMB","740","Cd111","0.0162293","CLMB"
"CLMB","742","Cd111","0.015498685","CLMB"
"CLMB","743","Cd111","0.02262877","CLMB"
"CLMB","744","Cd111","0.040059581","CLMB"
"CLMB","745","Cd111","0.070407567","CLMB"
"CLMB","746","Cd111","0.023435908","CLMB"
"CLMB","748","Cd111","0.00380825","CLMB"
"CLMB","749","Cd111","0.053049768","CLMB"
"CLMB","750","Cd111","0.02875446","CLMB"
"CLMB","751","Cd111","0.027963234","CLMB"
"CLMB","752","Cd111","0.027488945","CLMB"
"CLMB","753","Cd111","0.025519581","CLMB"
"CLMB","755","Cd111","0.028363105","CLMB"
"CLMB","756","Cd111","0.007318844","CLMB"
"CLMB","757","Cd111","0.028207018","CLMB"
"CLMB","758","Cd111","0.025158899","CLMB"
"CLMB","759","Cd111","0.021429836","CLMB"
"CLMB","760","Cd111","0.003880634","CLMB"
"CLMB","761","Cd111","0.026684501","CLMB"
"CLMB","762","Cd111","0.033162422","CLMB"
"CLMB","763","Cd111","0.007872928","CLMB"
"CLMB","764","Cd111","0.033233879","CLMB"
"CLMB","765","Cd111","0.004674388","CLMB"
"CLMB","766","Cd111","0.037532404","CLMB"
"CLMB","767","Cd111","0.064533667","CLMB"
"CLMB","768","Cd111","0.021238871","CLMB"
"CLMB","769","Cd111","*","CLMB"
"CLMB","770","Cd111","0.004544661","CLMB"
"CLMB","771","Cd111","0.025544306","CLMB"
"CLMB","772","Cd111","0.01109571","CLMB"
"CLMB","773","Cd111","0.006358878","CLMB"
"CLMB","774","Cd111","0.017403575","CLMB"
"CLMB","775","Cd111","0.01654153","CLMB"
"CLMB","776","Cd111","0.034385667","CLMB"
"CLMB","777","Cd111","0.00843004","CLMB"
"CLMB","778","Cd111","0.004497718","CLMB"
"CLMB","779","Cd111","0.018272802","CLMB"
"CLMB","780","Cd111","0.021417271","CLMB"
"CLMB","781","Cd111","0.033358041","CLMB"
"CLMB","782","Cd111","0.024470604","CLMB"
"CLMB","783","Cd111","0.079459565","CLMB"
"CLMB","784","Cd111","0.022612972","CLMB"
"CLMB","785","Cd111","0.024675697","CLMB"
"CLMB","786","Cd111","0.015916455","CLMB"
"CLMB","787","Cd111","0.007466065","CLMB"
"CLMB","788","Cd111","0.06280639","CLMB"
"CLMB","789","Cd111","0.009903629","CLMB"
"CLMB","790","Cd111","0.02439931","CLMB"
"CLMB","792","Cd111","0.015724109","CLMB"
"CLMB","794","Cd111","0.016243002","CLMB"
"CLMB","795","Cd111","0.031293209","CLMB"
"CLMB","796","Cd111","0.003534595","CLMB"
"CLMB","797","Cd111","0.006294176","CLMB"
"CLMB","799","Cd111","0.020488998","CLMB"
"CLMB","800","Cd111","0.02184285","CLMB"
"CLMB","801","Cd111","0.035064245","CLMB"
"CLMB","802","Cd111","0.008254411","CLMB"
"CLMB","803","Cd111","0.018522397","CLMB"
"CLMB","804","Cd111","0.033144272","CLMB"
"CLMB","805","Cd111","0.025143064","CLMB"
"CLMB","806","Cd111","0.033510642","CLMB"
"CLMB","808","Cd111","0.022433159","CLMB"
"CLMB","809","Cd111","0.021009164","CLMB"
"CLMB","810","Cd111","0.010802567","CLMB"
"CLMB","811","Cd111","0.067226662","CLMB"
"CLMB","812","Cd111","0.051425012","CLMB"
"CLMB","813","Cd111","*","CLMB"
"CLMB","814","Cd111","0.010970216","CLMB"
"CLMB","815","Cd111","0.005016903","CLMB"
"CLMB","816","Cd111","0.021566126","CLMB"
"CLMB","818","Cd111","0.04285176","CLMB"
"CLMB","819","Cd111","0.003706165","CLMB"
"CLMB","820","Cd111","0.035437622","CLMB"
"CLMB","821","Cd111","0.017735221","CLMB"
"CLMB","822","Cd111","0.03577476","CLMB"
"CLMB","823","Cd111","0.008169014","CLMB"
"CLMB","824","Cd111","0.01723594","CLMB"
"CLMB","825","Cd111","0.023947953","CLMB"
"KBSM","1","Cd111","0.037108841","KBSM"
"KBSM","2","Cd111","0.034400147","KBSM"
"KBSM","3","Cd111","0.067642965","KBSM"
"KBSM","4","Cd111","0.060199126","KBSM"
"KBSM","5","Cd111","0.039607612","KBSM"
"KBSM","7","Cd111","0.01692045","KBSM"
"KBSM","8","Cd111","0.012377026","KBSM"
"KBSM","9","Cd111","*","KBSM"
"KBSM","10","Cd111","0.016418381","KBSM"
"KBSM","11","Cd111","0.034391086","KBSM"
"KBSM","12","Cd111","0.016293073","KBSM"
"KBSM","13","Cd111","*","KBSM"
"KBSM","14","Cd111","0.011991557","KBSM"
"KBSM","15","Cd111","0.020566208","KBSM"
"KBSM","16","Cd111","*","KBSM"
"KBSM","17","Cd111","0.044944188","KBSM"
"KBSM","18","Cd111","0.04222549","KBSM"
"KBSM","19","Cd111","0.020715262","KBSM"
"KBSM","20","Cd111","0.024549104","KBSM"
"KBSM","21","Cd111","*","KBSM"
"KBSM","22","Cd111","0.029074417","KBSM"
"KBSM","23","Cd111","0.062209363","KBSM"
"KBSM","24","Cd111","*","KBSM"
"KBSM","25","Cd111","0.028191456","KBSM"
"KBSM","26","Cd111","0.021784744","KBSM"
"KBSM","27","Cd111","*","KBSM"
"KBSM","28","Cd111","0.026215987","KBSM"
"KBSM","29","Cd111","0.021944824","KBSM"
"KBSM","30","Cd111","0.016672796","KBSM"
"KBSM","31","Cd111","0.035752688","KBSM"
"KBSM","32","Cd111","0.057808907","KBSM"
"KBSM","33","Cd111","0.035752362","KBSM"
"KBSM","34","Cd111","0.026441615","KBSM"
"KBSM","35","Cd111","0.015490143","KBSM"
"KBSM","36","Cd111","0.020431692","KBSM"
"KBSM","37","Cd111","0.02926306","KBSM"
"KBSM","38","Cd111","0.061984605","KBSM"
"KBSM","39","Cd111","0.041939238","KBSM"
"KBSM","40","Cd111","0.006687044","KBSM"
"KBSM","41","Cd111","0.038903869","KBSM"
"KBSM","42","Cd111","0.036362611","KBSM"
"KBSM","43","Cd111","0.021615092","KBSM"
"KBSM","44","Cd111","0.024516515","KBSM"
"KBSM","46","Cd111","0.056221091","KBSM"
"KBSM","48","Cd111","0.019616587","KBSM"
"KBSM","49","Cd111","*","KBSM"
"KBSM","50","Cd111","*","KBSM"
"KBSM","52","Cd111","0.07625598","KBSM"
"KBSM","53","Cd111","0.033341936","KBSM"
"KBSM","54","Cd111","0.029926013","KBSM"
"KBSM","55","Cd111","0.027784989","KBSM"
"KBSM","56","Cd111","0.024214353","KBSM"
"KBSM","57","Cd111","0.028874586","KBSM"
"KBSM","58","Cd111","*","KBSM"
"KBSM","59","Cd111","*","KBSM"
"KBSM","60","Cd111","*","KBSM"
"KBSM","61","Cd111","0.013524841","KBSM"
"KBSM","62","Cd111","0.046899766","KBSM"
"KBSM","63","Cd111","*","KBSM"
"KBSM","64","Cd111","0.021613204","KBSM"
"KBSM","65","Cd111","0.031573063","KBSM"
"KBSM","66","Cd111","0.010845202","KBSM"
"KBSM","67","Cd111","0.037242077","KBSM"
"KBSM","68","Cd111","0.015571119","KBSM"
"KBSM","69","Cd111","0.015225674","KBSM"
"KBSM","70","Cd111","0.007854673","KBSM"
"KBSM","71","Cd111","*","KBSM"
"KBSM","72","Cd111","0.008785978","KBSM"
"KBSM","73","Cd111","0.0263708235","KBSM"
"KBSM","74","Cd111","0.064329462","KBSM"
"KBSM","75","Cd111","*","KBSM"
"KBSM","76","Cd111","*","KBSM"
"KBSM","77","Cd111","*","KBSM"
"KBSM","78","Cd111","0.026677477","KBSM"
"KBSM","79","Cd111","0.014353894","KBSM"
"KBSM","80","Cd111","0.014051346","KBSM"
"KBSM","81","Cd111","0.023790727","KBSM"
"KBSM","83","Cd111","0.016529397","KBSM"
"KBSM","84","Cd111","*","KBSM"
"KBSM","85","Cd111","0.04041416","KBSM"
"KBSM","86","Cd111","0.017690712","KBSM"
"KBSM","87","Cd111","0.056233387","KBSM"
"KBSM","88","Cd111","0.047054914","KBSM"
"KBSM","89","Cd111","0.012679806","KBSM"
"KBSM","90","Cd111","0.025575","KBSM"
"KBSM","91","Cd111","0.040000609","KBSM"
"KBSM","93","Cd111","0.028118315","KBSM"
"KBSM","94","Cd111","0.041829953","KBSM"
"KBSM","95","Cd111","0.024683355","KBSM"
"KBSM","96","Cd111","0.015633766","KBSM"
"KBSM","97","Cd111","0.013065572","KBSM"
"KBSM","99","Cd111","0.021003047","KBSM"
"KBSM","100","Cd111","0.01928729","KBSM"
"KBSM","101","Cd111","0.067523123","KBSM"
"KBSM","102","Cd111","*","KBSM"
"KBSM","103","Cd111","0.031673072","KBSM"
"KBSM","104","Cd111","0.015541886","KBSM"
"KBSM","105","Cd111","0.010578611","KBSM"
"KBSM","106","Cd111","0.019640797","KBSM"
"KBSM","107","Cd111","0.049067131","KBSM"
"KBSM","110","Cd111","0.019988294","KBSM"
"KBSM","111","Cd111","0.019829901","KBSM"
"KBSM","112","Cd111","0.075449556","KBSM"
"KBSM","113","Cd111","*","KBSM"
"KBSM","114","Cd111","0.04137756","KBSM"
"KBSM","115","Cd111","0.002513233","KBSM"
"KBSM","116","Cd111","0.046469389","KBSM"
"KBSM","117","Cd111","0.044876385","KBSM"
"KBSM","118","Cd111","0.034098141","KBSM"
"KBSM","119","Cd111","0.040995715","KBSM"
"KBSM","120","Cd111","*","KBSM"
"KBSM","122","Cd111","0.02113937","KBSM"
"KBSM","123","Cd111","0.035933053","KBSM"
"KBSM","125","Cd111","0.036620508","KBSM"
"KBSM","126","Cd111","0.041036026","KBSM"
"KBSM","127","Cd111","0.007663528","KBSM"
"KBSM","128","Cd111","0.007860088","KBSM"
"KBSM","130","Cd111","0.041277196","KBSM"
"KBSM","131","Cd111","0.01076002","KBSM"
"KBSM","132","Cd111","0.049438452","KBSM"
"KBSM","134","Cd111","0.017403299","KBSM"
"KBSM","135","Cd111","0.035177083","KBSM"
"KBSM","136","Cd111","0.06569817","KBSM"
"KBSM","137","Cd111","0.021747249","KBSM"
"KBSM","138","Cd111","*","KBSM"
"KBSM","139","Cd111","0.02020212","KBSM"
"KBSM","141","Cd111","*","KBSM"
"KBSM","142","Cd111","0.029076049","KBSM"
"KBSM","143","Cd111","0.005024772","KBSM"
"KBSM","144","Cd111","0.018014599","KBSM"
"KBSM","145","Cd111","0.040932058","KBSM"
"KBSM","146","Cd111","*","KBSM"
"KBSM","147","Cd111","0.05610402","KBSM"
"KBSM","148","Cd111","0.011901363","KBSM"
"KBSM","150","Cd111","0.060720374","KBSM"
"KBSM","151","Cd111","0.024250479","KBSM"
"KBSM","152","Cd111","0.028143994","KBSM"
"KBSM","153","Cd111","0.012441429","KBSM"
"KBSM","154","Cd111","0.021112898","KBSM"
"KBSM","155","Cd111","0.014312992","KBSM"
"KBSM","156","Cd111","0.03814012","KBSM"
"KBSM","157","Cd111","0.031620982","KBSM"
"KBSM","158","Cd111","0.025691517","KBSM"
"KBSM","159","Cd111","0.031825709","KBSM"
"KBSM","161","Cd111","0.015724951","KBSM"
"KBSM","163","Cd111","0.042148639","KBSM"
"KBSM","164","Cd111","0.014672975","KBSM"
"KBSM","166","Cd111","0.03764308","KBSM"
"KBSM","167","Cd111","0.016780333","KBSM"
"KBSM","168","Cd111","0.040744904","KBSM"
"KBSM","169","Cd111","*","KBSM"
"KBSM","170","Cd111","0.024912737","KBSM"
"KBSM","171","Cd111","0.023654493","KBSM"
"KBSM","172","Cd111","0.007563761","KBSM"
"KBSM","173","Cd111","0.038400481","KBSM"
"KBSM","174","Cd111","0.018145064","KBSM"
"KBSM","175","Cd111","0.027636458","KBSM"
"KBSM","176","Cd111","0.028867905","KBSM"
"KBSM","177","Cd111","0.058861936","KBSM"
"KBSM","178","Cd111","0.011804543","KBSM"
"KBSM","179","Cd111","*","KBSM"
"KBSM","180","Cd111","*","KBSM"
"KBSM","181","Cd111","*","KBSM"
"KBSM","182","Cd111","0.048876677","KBSM"
"KBSM","184","Cd111","0.018717887","KBSM"
"KBSM","185","Cd111","0.013557733","KBSM"
"KBSM","186","Cd111","*","KBSM"
"KBSM","187","Cd111","*","KBSM"
"KBSM","188","Cd111","0.023324506","KBSM"
"KBSM","189","Cd111","0.017908406","KBSM"
"KBSM","190","Cd111","0.046070423","KBSM"
"KBSM","191","Cd111","0.015552471","KBSM"
"KBSM","192","Cd111","*","KBSM"
"KBSM","193","Cd111","0.043851544","KBSM"
"KBSM","194","Cd111","0.032639053","KBSM"
"KBSM","195","Cd111","0.041126927","KBSM"
"KBSM","196","Cd111","0.063879061","KBSM"
"KBSM","197","Cd111","0.015886034","KBSM"
"KBSM","198","Cd111","0.018771483","KBSM"
"KBSM","199","Cd111","*","KBSM"
"KBSM","200","Cd111","0.024222683","KBSM"
"KBSM","201","Cd111","0.035481344","KBSM"
"KBSM","203","Cd111","0.033889739","KBSM"
"KBSM","204","Cd111","0.035352307","KBSM"
"KBSM","205","Cd111","0.014406029","KBSM"
"KBSM","207","Cd111","0.003786665","KBSM"
"KBSM","208","Cd111","0.025250528","KBSM"
"KBSM","209","Cd111","*","KBSM"
"KBSM","210","Cd111","0.020187442","KBSM"
"KBSM","211","Cd111","*","KBSM"
"KBSM","212","Cd111","*","KBSM"
"KBSM","213","Cd111","0.0541817","KBSM"
"KBSM","214","Cd111","0.023761757","KBSM"
"KBSM","215","Cd111","0.020703115","KBSM"
"KBSM","216","Cd111","0.047626971","KBSM"
"KBSM","217","Cd111","0.011093465","KBSM"
"KBSM","218","Cd111","0.046996563","KBSM"
"KBSM","219","Cd111","*","KBSM"
"KBSM","220","Cd111","*","KBSM"
"KBSM","221","Cd111","0.026953556","KBSM"
"KBSM","222","Cd111","0.007846248","KBSM"
"KBSM","223","Cd111","0.026536778","KBSM"
"KBSM","224","Cd111","0.039442236","KBSM"
"KBSM","225","Cd111","*","KBSM"
"KBSM","226","Cd111","0.04480124","KBSM"
"KBSM","227","Cd111","0.023954807","KBSM"
"KBSM","228","Cd111","0.069208285","KBSM"
"KBSM","229","Cd111","0.015523929","KBSM"
"KBSM","230","Cd111","0.05283262","KBSM"
"KBSM","231","Cd111","*","KBSM"
"KBSM","232","Cd111","0.02869852","KBSM"
"KBSM","233","Cd111","*","KBSM"
"KBSM","234","Cd111","0.031654497","KBSM"
"KBSM","235","Cd111","0.019400937","KBSM"
"KBSM","236","Cd111","0.020904586","KBSM"
"KBSM","237","Cd111","0.049855055","KBSM"
"KBSM","238","Cd111","*","KBSM"
"KBSM","239","Cd111","0.02209427","KBSM"
"KBSM","240","Cd111","*","KBSM"
"KBSM","241","Cd111","*","KBSM"
"KBSM","242","Cd111","0.05008175","KBSM"
"KBSM","243","Cd111","*","KBSM"
"KBSM","244","Cd111","0.032017889","KBSM"
"KBSM","245","Cd111","0.028598985","KBSM"
"KBSM","246","Cd111","0.025601627","KBSM"
"KBSM","247","Cd111","0.058189683","KBSM"
"KBSM","248","Cd111","0.041527156","KBSM"
"KBSM","249","Cd111","0.059042545","KBSM"
"KBSM","250","Cd111","0.017615694","KBSM"
"KBSM","251","Cd111","0.042172177","KBSM"
"KBSM","252","Cd111","0.043515963","KBSM"
"KBSM","253","Cd111","*","KBSM"
"KBSM","254","Cd111","0.03424156","KBSM"
"KBSM","255","Cd111","0.056545665","KBSM"
"KBSM","256","Cd111","0.041886903","KBSM"
"KBSM","257","Cd111","0.00954542","KBSM"
"KBSM","258","Cd111","0.030275781","KBSM"
"KBSM","259","Cd111","0.037898123","KBSM"
"KBSM","260","Cd111","0.014056094","KBSM"
"KBSM","261","Cd111","*","KBSM"
"KBSM","262","Cd111","*","KBSM"
"KBSM","263","Cd111","0.040437749","KBSM"
"KBSM","264","Cd111","0.017256793","KBSM"
"KBSM","265","Cd111","0.051847687","KBSM"
"KBSM","267","Cd111","0.02553118","KBSM"
"KBSM","268","Cd111","0.019833645","KBSM"
"KBSM","269","Cd111","*","KBSM"
"KBSM","270","Cd111","0.015335738","KBSM"
"KBSM","271","Cd111","*","KBSM"
"KBSM","272","Cd111","*","KBSM"
"KBSM","273","Cd111","0.039500016","KBSM"
"KBSM","274","Cd111","0.025602735","KBSM"
"KBSM","275","Cd111","0.058660147","KBSM"
"KBSM","276","Cd111","0.080030316","KBSM"
"KBSM","277","Cd111","0.048608879","KBSM"
"KBSM","278","Cd111","*","KBSM"
"KBSM","279","Cd111","0.039406473","KBSM"
"KBSM","281","Cd111","0.007293518","KBSM"
"KBSM","282","Cd111","*","KBSM"
"KBSM","283","Cd111","0.020745329","KBSM"
"KBSM","284","Cd111","0.035661982","KBSM"
"KBSM","285","Cd111","0.026947897","KBSM"
"KBSM","286","Cd111","0.0183969","KBSM"
"KBSM","287","Cd111","0.018601892","KBSM"
"KBSM","288","Cd111","*","KBSM"
"KBSM","289","Cd111","0.017943529","KBSM"
"KBSM","290","Cd111","*","KBSM"
"KBSM","292","Cd111","0.013527769","KBSM"
"KBSM","293","Cd111","0.032081656","KBSM"
"KBSM","294","Cd111","0.011950237","KBSM"
"KBSM","296","Cd111","0.029643911","KBSM"
"KBSM","297","Cd111","0.050802197","KBSM"
"KBSM","298","Cd111","0.029719933","KBSM"
"KBSM","299","Cd111","0.021946209","KBSM"
"KBSM","300","Cd111","0.015562887","KBSM"
"KBSM","301","Cd111","0.07886071","KBSM"
"KBSM","302","Cd111","0.022950103","KBSM"
"KBSM","303","Cd111","0.041241583","KBSM"
"KBSM","304","Cd111","0.030432185","KBSM"
"KBSM","305","Cd111","0.031266472","KBSM"
"KBSM","306","Cd111","0.018614871","KBSM"
"KBSM","307","Cd111","0.03947366","KBSM"
"KBSM","308","Cd111","0.02072234","KBSM"
"KBSM","310","Cd111","*","KBSM"
"KBSM","311","Cd111","*","KBSM"
"KBSM","312","Cd111","0.016165022","KBSM"
"KBSM","313","Cd111","0.03722547","KBSM"
"KBSM","314","Cd111","0.060772191","KBSM"
"KBSM","315","Cd111","0.035053888","KBSM"
"KBSM","317","Cd111","0.0343076435","KBSM"
"KBSM","318","Cd111","0.04764576","KBSM"
"KBSM","320","Cd111","0.021650995","KBSM"
"KBSM","322","Cd111","0.003767476","KBSM"
"KBSM","323","Cd111","0.02891065","KBSM"
"KBSM","324","Cd111","0.020980854","KBSM"
"KBSM","325","Cd111","0.036200356","KBSM"
"KBSM","326","Cd111","0.035208885","KBSM"
"KBSM","328","Cd111","0.02302275","KBSM"
"KBSM","330","Cd111","*","KBSM"
"KBSM","332","Cd111","0.010154679","KBSM"
"KBSM","333","Cd111","0.018291471","KBSM"
"KBSM","334","Cd111","0.054550782","KBSM"
"KBSM","335","Cd111","0.055367651","KBSM"
"KBSM","336","Cd111","0.01325945","KBSM"
"KBSM","337","Cd111","0.019200056","KBSM"
"KBSM","338","Cd111","0.032774219","KBSM"
"KBSM","339","Cd111","0.050835576","KBSM"
"KBSM","340","Cd111","*","KBSM"
"KBSM","341","Cd111","0.014211891","KBSM"
"KBSM","342","Cd111","0.016697983","KBSM"
"KBSM","343","Cd111","0.012649815","KBSM"
"KBSM","345","Cd111","0.012589139","KBSM"
"KBSM","346","Cd111","0.072735212","KBSM"
"KBSM","347","Cd111","0.028199828","KBSM"
"KBSM","349","Cd111","0.026592164","KBSM"
"KBSM","350","Cd111","0.021232623","KBSM"
"KBSM","352","Cd111","0.024720594","KBSM"
"KBSM","353","Cd111","0.016778464","KBSM"
"KBSM","354","Cd111","0.045086467","KBSM"
"KBSM","355","Cd111","*","KBSM"
"KBSM","356","Cd111","0.04640792","KBSM"
"KBSM","358","Cd111","0.020475426","KBSM"
"KBSM","359","Cd111","0.026389516","KBSM"
"KBSM","360","Cd111","0.042807385","KBSM"
"KBSM","361","Cd111","*","KBSM"
"KBSM","363","Cd111","0.023834703","KBSM"
"KBSM","364","Cd111","0.010742345","KBSM"
"KBSM","365","Cd111","0.048217693","KBSM"
"KBSM","366","Cd111","0.070580199","KBSM"
"KBSM","367","Cd111","0.014351144","KBSM"
"KBSM","368","Cd111","*","KBSM"
"KBSM","369","Cd111","0.042421274","KBSM"
"KBSM","370","Cd111","0.0550262","KBSM"
"KBSM","371","Cd111","0.07154385","KBSM"
"KBSM","372","Cd111","0.011612607","KBSM"
"KBSM","373","Cd111","0.046307664","KBSM"
"KBSM","374","Cd111","0.011476349","KBSM"
"KBSM","375","Cd111","0.027900024","KBSM"
"KBSM","377","Cd111","*","KBSM"
"KBSM","378","Cd111","0.019991763","KBSM"
"KBSM","379","Cd111","0.010921289","KBSM"
"KBSM","380","Cd111","0.037742374","KBSM"
"KBSM","381","Cd111","0.039095882","KBSM"
"KBSM","382","Cd111","0.017916451","KBSM"
"KBSM","383","Cd111","0.043548974","KBSM"
"KBSM","384","Cd111","0.010353606","KBSM"
"KBSM","386","Cd111","0.019026074","KBSM"
"KBSM","388","Cd111","0.015611608","KBSM"
"KBSM","389","Cd111","0.028054278","KBSM"
"KBSM","390","Cd111","0.058641918","KBSM"
"KBSM","391","Cd111","0.020799623","KBSM"
"KBSM","392","Cd111","0.02039157","KBSM"
"KBSM","393","Cd111","0.020162698","KBSM"
"KBSM","394","Cd111","0.009589146","KBSM"
"KBSM","395","Cd111","0.01275709","KBSM"
"KBSM","396","Cd111","0.018799652","KBSM"
"KBSM","397","Cd111","0.018900167","KBSM"
"KBSM","398","Cd111","0.037560506","KBSM"
"KBSM","399","Cd111","0.033797539","KBSM"
"KBSM","400","Cd111","0.022146327","KBSM"
"KBSM","402","Cd111","0.069782416","KBSM"
"KBSM","404","Cd111","0.015217304","KBSM"
"KBSM","405","Cd111","0.029322656","KBSM"
"KBSM","406","Cd111","0.021815287","KBSM"
"KBSM","407","Cd111","0.029628621","KBSM"
"KBSM","408","Cd111","0.012270226","KBSM"
"KBSM","409","Cd111","0.01774266","KBSM"
"KBSM","410","Cd111","0.055589277","KBSM"
"KBSM","411","Cd111","0.027128658","KBSM"
"KBSM","412","Cd111","0.01737857","KBSM"
"KBSM","413","Cd111","*","KBSM"
"KBSM","414","Cd111","0.048820219","KBSM"
"KBSM","415","Cd111","0.016851253","KBSM"
"KBSM","416","Cd111","*","KBSM"
"KBSM","417","Cd111","0.030093342","KBSM"
"KBSM","418","Cd111","0.049005083","KBSM"
"KBSM","419","Cd111","0.016757593","KBSM"
"KBSM","420","Cd111","0.027114418","KBSM"
"KBSM","421","Cd111","0.019834255","KBSM"
"KBSM","422","Cd111","0.023721634","KBSM"
"KBSM","423","Cd111","0.060311328","KBSM"
"KBSM","424","Cd111","0.027923668","KBSM"
"KBSM","425","Cd111","0.012830529","KBSM"
"KBSM","426","Cd111","0.023569689","KBSM"
"KBSM","427","Cd111","0.01672551","KBSM"
"KBSM","428","Cd111","0.028314159","KBSM"
"KBSM","429","Cd111","0.008573403","KBSM"
"KBSM","431","Cd111","0.018577529","KBSM"
"KBSM","432","Cd111","0.021186481","KBSM"
"KBSM","433","Cd111","0.06341338","KBSM"
"KBSM","435","Cd111","0.038827368","KBSM"
"KBSM","436","Cd111","0.05343633","KBSM"
"KBSM","437","Cd111","*","KBSM"
"KBSM","438","Cd111","*","KBSM"
"KBSM","439","Cd111","0.009915164","KBSM"
"KBSM","440","Cd111","0.068181958","KBSM"
"KBSM","442","Cd111","0.042780915","KBSM"
"KBSM","443","Cd111","0.024409788","KBSM"
"KBSM","444","Cd111","0.019624932","KBSM"
"KBSM","445","Cd111","0.034464465","KBSM"
"KBSM","446","Cd111","0.072879786","KBSM"
"KBSM","447","Cd111","0.048827439","KBSM"
"KBSM","448","Cd111","0.01440228","KBSM"
"KBSM","449","Cd111","0.062761404","KBSM"
"KBSM","450","Cd111","0.00846203","KBSM"
"KBSM","451","Cd111","0.03176504","KBSM"
"KBSM","452","Cd111","0.027217456","KBSM"
"KBSM","453","Cd111","0.028215233","KBSM"
"KBSM","454","Cd111","*","KBSM"
"KBSM","455","Cd111","0.009093996","KBSM"
"KBSM","456","Cd111","0.021891466","KBSM"
"KBSM","458","Cd111","0.04412157","KBSM"
"KBSM","459","Cd111","*","KBSM"
