"SITE","LINE","traits","Mg26","SITE2"
"CLMB","641","Mg26","1095.380049","CLMB"
"CLMB","642","Mg26","1021.08311","CLMB"
"CLMB","643","Mg26","1318.593191","CLMB"
"CLMB","644","Mg26","*","CLMB"
"CLMB","645","Mg26","1265.324278","CLMB"
"CLMB","647","Mg26","896.622975","CLMB"
"CLMB","648","Mg26","*","CLMB"
"CLMB","649","Mg26","1225.527667","CLMB"
"CLMB","652","Mg26","796.5399691","CLMB"
"CLMB","654","Mg26","861.8542662","CLMB"
"CLMB","655","Mg26","750.6899075","CLMB"
"CLMB","656","Mg26","1178.654846","CLMB"
"CLMB","657","Mg26","1384.99297","CLMB"
"CLMB","658","Mg26","1015.643237","CLMB"
"CLMB","660","Mg26","1119.142743","CLMB"
"CLMB","661","Mg26","974.9857346","CLMB"
"CLMB","663","Mg26","1218.060048","CLMB"
"CLMB","664","Mg26","756.5539171","CLMB"
"CLMB","666","Mg26","1126.204992","CLMB"
"CLMB","667","Mg26","1127.748896","CLMB"
"CLMB","668","Mg26","1150.940849","CLMB"
"CLMB","669","Mg26","1223.076935","CLMB"
"CLMB","670","Mg26","*","CLMB"
"CLMB","671","Mg26","1162.166487","CLMB"
"CLMB","672","Mg26","1339.522303","CLMB"
"CLMB","673","Mg26","975.9462439","CLMB"
"CLMB","674","Mg26","1459.711281","CLMB"
"CLMB","675","Mg26","1018.156284","CLMB"
"CLMB","677","Mg26","768.8114143","CLMB"
"CLMB","679","Mg26","*","CLMB"
"CLMB","680","Mg26","1295.389596","CLMB"
"CLMB","681","Mg26","1449.093716","CLMB"
"CLMB","682","Mg26","1014.795318","CLMB"
"CLMB","683","Mg26","1559.49473","CLMB"
"CLMB","684","Mg26","1387.802257","CLMB"
"CLMB","685","Mg26","1184.343087","CLMB"
"CLMB","686","Mg26","1587.914083","CLMB"
"CLMB","689","Mg26","1038.889115","CLMB"
"CLMB","690","Mg26","1085.682669","CLMB"
"CLMB","691","Mg26","1374.983914","CLMB"
"CLMB","692","Mg26","1315.679394","CLMB"
"CLMB","693","Mg26","1505.947653","CLMB"
"CLMB","694","Mg26","879.6679143","CLMB"
"CLMB","695","Mg26","1189.288492","CLMB"
"CLMB","696","Mg26","1526.377407","CLMB"
"CLMB","697","Mg26","1177.180844","CLMB"
"CLMB","698","Mg26","1492.791757","CLMB"
"CLMB","699","Mg26","1443.604147","CLMB"
"CLMB","700","Mg26","1120.611236","CLMB"
"CLMB","702","Mg26","1074.132977","CLMB"
"CLMB","703","Mg26","1202.963083","CLMB"
"CLMB","704","Mg26","1457.517479","CLMB"
"CLMB","705","Mg26","1037.386642","CLMB"
"CLMB","706","Mg26","834.2310375","CLMB"
"CLMB","707","Mg26","1018.717902","CLMB"
"CLMB","708","Mg26","*","CLMB"
"CLMB","710","Mg26","1325.468903","CLMB"
"CLMB","711","Mg26","1499.662132","CLMB"
"CLMB","712","Mg26","1271.095104","CLMB"
"CLMB","713","Mg26","1575.118006","CLMB"
"CLMB","714","Mg26","954.8897604","CLMB"
"CLMB","715","Mg26","1128.844948","CLMB"
"CLMB","716","Mg26","931.4637951","CLMB"
"CLMB","718","Mg26","996.5147189","CLMB"
"CLMB","719","Mg26","1269.67846695","CLMB"
"CLMB","720","Mg26","1207.886645","CLMB"
"CLMB","721","Mg26","*","CLMB"
"CLMB","722","Mg26","1286.9195","CLMB"
"CLMB","723","Mg26","*","CLMB"
"CLMB","724","Mg26","961.4178809","CLMB"
"CLMB","725","Mg26","1017.378583","CLMB"
"CLMB","726","Mg26","1447.040591","CLMB"
"CLMB","729","Mg26","716.8947204","CLMB"
"CLMB","730","Mg26","825.8882746","CLMB"
"CLMB","731","Mg26","1182.826718","CLMB"
"CLMB","732","Mg26","*","CLMB"
"CLMB","733","Mg26","1140.669551","CLMB"
"CLMB","734","Mg26","1156.29546","CLMB"
"CLMB","735","Mg26","1178.181859","CLMB"
"CLMB","736","Mg26","1325.039269","CLMB"
"CLMB","737","Mg26","1555.640289","CLMB"
"CLMB","738","Mg26","949.5108295","CLMB"
"CLMB","739","Mg26","1216.525239","CLMB"
"CLMB","740","Mg26","972.3933535","CLMB"
"CLMB","742","Mg26","1602.490358","CLMB"
"CLMB","743","Mg26","1443.028559","CLMB"
"CLMB","744","Mg26","824.1797085","CLMB"
"CLMB","745","Mg26","1488.526096","CLMB"
"CLMB","746","Mg26","1148.029335","CLMB"
"CLMB","748","Mg26","1143.922313","CLMB"
"CLMB","749","Mg26","1327.215924","CLMB"
"CLMB","750","Mg26","1272.13009","CLMB"
"CLMB","751","Mg26","1297.61593","CLMB"
"CLMB","752","Mg26","1255.388126","CLMB"
"CLMB","753","Mg26","991.214633","CLMB"
"CLMB","755","Mg26","1021.603161","CLMB"
"CLMB","756","Mg26","840.8197329","CLMB"
"CLMB","757","Mg26","1219.668846","CLMB"
"CLMB","758","Mg26","1021.783924","CLMB"
"CLMB","759","Mg26","1014.5471","CLMB"
"CLMB","760","Mg26","1111.26514","CLMB"
"CLMB","761","Mg26","1281.226763","CLMB"
"CLMB","762","Mg26","973.0509303","CLMB"
"CLMB","763","Mg26","1060.086055","CLMB"
"CLMB","764","Mg26","1019.424687","CLMB"
"CLMB","765","Mg26","1047.637745","CLMB"
"CLMB","766","Mg26","1207.994068","CLMB"
"CLMB","767","Mg26","1048.081442","CLMB"
"CLMB","768","Mg26","1311.135271","CLMB"
"CLMB","769","Mg26","*","CLMB"
"CLMB","770","Mg26","1079.953623","CLMB"
"CLMB","771","Mg26","1059.579541","CLMB"
"CLMB","772","Mg26","1002.488","CLMB"
"CLMB","773","Mg26","876.4530292","CLMB"
"CLMB","774","Mg26","912.7302687","CLMB"
"CLMB","775","Mg26","1219.713758","CLMB"
"CLMB","776","Mg26","1160.13084","CLMB"
"CLMB","777","Mg26","1199.400861","CLMB"
"CLMB","778","Mg26","1311.536155","CLMB"
"CLMB","779","Mg26","752.3709125","CLMB"
"CLMB","780","Mg26","1226.800317","CLMB"
"CLMB","781","Mg26","1086.166391","CLMB"
"CLMB","782","Mg26","966.4102782","CLMB"
"CLMB","783","Mg26","700.1011936","CLMB"
"CLMB","784","Mg26","1003.193232","CLMB"
"CLMB","785","Mg26","941.4527961","CLMB"
"CLMB","786","Mg26","993.8452655","CLMB"
"CLMB","787","Mg26","767.8292534","CLMB"
"CLMB","788","Mg26","1212.372911","CLMB"
"CLMB","789","Mg26","1067.053055","CLMB"
"CLMB","790","Mg26","913.0831808","CLMB"
"CLMB","792","Mg26","1275.968803","CLMB"
"CLMB","794","Mg26","1181.746705","CLMB"
"CLMB","795","Mg26","1330.068241","CLMB"
"CLMB","796","Mg26","1146.731722","CLMB"
"CLMB","797","Mg26","848.0944135","CLMB"
"CLMB","799","Mg26","1301.607531","CLMB"
"CLMB","800","Mg26","1371.756308","CLMB"
"CLMB","801","Mg26","1137.02903","CLMB"
"CLMB","802","Mg26","924.8247293","CLMB"
"CLMB","803","Mg26","1244.760801","CLMB"
"CLMB","804","Mg26","1196.985125","CLMB"
"CLMB","805","Mg26","1341.348566","CLMB"
"CLMB","806","Mg26","1067.743346","CLMB"
"CLMB","808","Mg26","1332.913104","CLMB"
"CLMB","809","Mg26","1168.549305","CLMB"
"CLMB","810","Mg26","1503.863811","CLMB"
"CLMB","811","Mg26","804.5617447","CLMB"
"CLMB","812","Mg26","1567.080506","CLMB"
"CLMB","813","Mg26","*","CLMB"
"CLMB","814","Mg26","1273.108233","CLMB"
"CLMB","815","Mg26","1472.734031","CLMB"
"CLMB","816","Mg26","1064.897674","CLMB"
"CLMB","817","Mg26","1279.787737","CLMB"
"CLMB","818","Mg26","1057.378432","CLMB"
"CLMB","819","Mg26","1121.895497","CLMB"
"CLMB","820","Mg26","1112.169721","CLMB"
"CLMB","821","Mg26","711.0906127","CLMB"
"CLMB","822","Mg26","1490.411843","CLMB"
"CLMB","823","Mg26","1028.260757","CLMB"
"CLMB","824","Mg26","1072.12895","CLMB"
"CLMB","825","Mg26","1182.388766","CLMB"
"KBSM","1","Mg26","1408.267753","KBSM"
"KBSM","2","Mg26","1425.666786","KBSM"
"KBSM","3","Mg26","1108.567468","KBSM"
"KBSM","4","Mg26","1667.555471","KBSM"
"KBSM","5","Mg26","1114.680287","KBSM"
"KBSM","7","Mg26","1307.566219","KBSM"
"KBSM","8","Mg26","1171.646419","KBSM"
"KBSM","9","Mg26","1763.216196","KBSM"
"KBSM","10","Mg26","1123.835416","KBSM"
"KBSM","11","Mg26","1717.433136","KBSM"
"KBSM","12","Mg26","1239.806924","KBSM"
"KBSM","13","Mg26","*","KBSM"
"KBSM","14","Mg26","1052.982984","KBSM"
"KBSM","15","Mg26","1305.914449","KBSM"
"KBSM","16","Mg26","*","KBSM"
"KBSM","17","Mg26","1822.876789","KBSM"
"KBSM","18","Mg26","1308.888543","KBSM"
"KBSM","19","Mg26","2151.77947","KBSM"
"KBSM","20","Mg26","1271.544235","KBSM"
"KBSM","21","Mg26","*","KBSM"
"KBSM","22","Mg26","1441.323073","KBSM"
"KBSM","23","Mg26","1182.919099","KBSM"
"KBSM","24","Mg26","*","KBSM"
"KBSM","25","Mg26","1246.415889","KBSM"
"KBSM","26","Mg26","1336.781089","KBSM"
"KBSM","27","Mg26","*","KBSM"
"KBSM","28","Mg26","1348.239849","KBSM"
"KBSM","29","Mg26","1281.980375","KBSM"
"KBSM","30","Mg26","911.8279309","KBSM"
"KBSM","31","Mg26","1202.571448","KBSM"
"KBSM","32","Mg26","1308.332645","KBSM"
"KBSM","33","Mg26","1302.409368","KBSM"
"KBSM","34","Mg26","941.4740584","KBSM"
"KBSM","35","Mg26","1378.389584","KBSM"
"KBSM","36","Mg26","1014.45381","KBSM"
"KBSM","37","Mg26","1391.026621","KBSM"
"KBSM","38","Mg26","1491.918901","KBSM"
"KBSM","39","Mg26","1308.851425","KBSM"
"KBSM","40","Mg26","1337.243427","KBSM"
"KBSM","41","Mg26","1408.734791","KBSM"
"KBSM","42","Mg26","1403.285119","KBSM"
"KBSM","43","Mg26","1271.884917","KBSM"
"KBSM","44","Mg26","1367.259331","KBSM"
"KBSM","46","Mg26","1502.561759","KBSM"
"KBSM","48","Mg26","1433.554319","KBSM"
"KBSM","49","Mg26","*","KBSM"
"KBSM","50","Mg26","*","KBSM"
"KBSM","52","Mg26","1176.296099","KBSM"
"KBSM","53","Mg26","1307.451876","KBSM"
"KBSM","54","Mg26","1245.156064","KBSM"
"KBSM","55","Mg26","1218.104334","KBSM"
"KBSM","56","Mg26","1208.389766","KBSM"
"KBSM","57","Mg26","1074.010444","KBSM"
"KBSM","58","Mg26","*","KBSM"
"KBSM","59","Mg26","*","KBSM"
"KBSM","60","Mg26","*","KBSM"
"KBSM","61","Mg26","1310.546775","KBSM"
"KBSM","62","Mg26","1627.898833","KBSM"
"KBSM","63","Mg26","*","KBSM"
"KBSM","64","Mg26","1492.817643","KBSM"
"KBSM","65","Mg26","1852.248511","KBSM"
"KBSM","66","Mg26","1176.473965","KBSM"
"KBSM","67","Mg26","1240.660138","KBSM"
"KBSM","68","Mg26","1069.306919","KBSM"
"KBSM","69","Mg26","847.1528485","KBSM"
"KBSM","70","Mg26","949.2439942","KBSM"
"KBSM","71","Mg26","*","KBSM"
"KBSM","72","Mg26","1124.222103","KBSM"
"KBSM","73","Mg26","1133.780745","KBSM"
"KBSM","74","Mg26","1712.070189","KBSM"
"KBSM","75","Mg26","*","KBSM"
"KBSM","76","Mg26","*","KBSM"
"KBSM","77","Mg26","*","KBSM"
"KBSM","78","Mg26","1221.585669","KBSM"
"KBSM","79","Mg26","1439.315658","KBSM"
"KBSM","80","Mg26","912.9999387","KBSM"
"KBSM","81","Mg26","1068.707112","KBSM"
"KBSM","83","Mg26","1036.202762","KBSM"
"KBSM","84","Mg26","*","KBSM"
"KBSM","85","Mg26","1868.553161","KBSM"
"KBSM","86","Mg26","947.2366549","KBSM"
"KBSM","87","Mg26","1451.191539","KBSM"
"KBSM","88","Mg26","1491.182534","KBSM"
"KBSM","89","Mg26","1347.70794","KBSM"
"KBSM","90","Mg26","1605.616634","KBSM"
"KBSM","91","Mg26","1606.055234","KBSM"
"KBSM","93","Mg26","1422.782278","KBSM"
"KBSM","94","Mg26","1449.009936","KBSM"
"KBSM","95","Mg26","1398.118857","KBSM"
"KBSM","96","Mg26","2089.301963","KBSM"
"KBSM","97","Mg26","1143.296115","KBSM"
"KBSM","99","Mg26","1100.421546","KBSM"
"KBSM","100","Mg26","807.5461606","KBSM"
"KBSM","101","Mg26","910.4070047","KBSM"
"KBSM","102","Mg26","*","KBSM"
"KBSM","103","Mg26","1011.150057","KBSM"
"KBSM","104","Mg26","2112.768388","KBSM"
"KBSM","105","Mg26","1448.411974","KBSM"
"KBSM","106","Mg26","996.2670351","KBSM"
"KBSM","107","Mg26","1277.511997","KBSM"
"KBSM","110","Mg26","1767.820229","KBSM"
"KBSM","111","Mg26","1217.251028","KBSM"
"KBSM","112","Mg26","1362.912755","KBSM"
"KBSM","113","Mg26","*","KBSM"
"KBSM","114","Mg26","964.8866036","KBSM"
"KBSM","115","Mg26","781.1300018","KBSM"
"KBSM","116","Mg26","1491.749229","KBSM"
"KBSM","117","Mg26","2279.820794","KBSM"
"KBSM","118","Mg26","1034.153011","KBSM"
"KBSM","119","Mg26","1571.00363","KBSM"
"KBSM","120","Mg26","*","KBSM"
"KBSM","122","Mg26","1212.359297","KBSM"
"KBSM","123","Mg26","1302.891695","KBSM"
"KBSM","125","Mg26","1391.297507","KBSM"
"KBSM","126","Mg26","1303.094549","KBSM"
"KBSM","127","Mg26","1015.444688","KBSM"
"KBSM","128","Mg26","1125.773682","KBSM"
"KBSM","130","Mg26","1516.678727","KBSM"
"KBSM","131","Mg26","1429.455119","KBSM"
"KBSM","132","Mg26","894.6754158","KBSM"
"KBSM","134","Mg26","954.2706364","KBSM"
"KBSM","135","Mg26","1321.671909","KBSM"
"KBSM","136","Mg26","1151.264537","KBSM"
"KBSM","137","Mg26","1518.809663","KBSM"
"KBSM","138","Mg26","*","KBSM"
"KBSM","139","Mg26","1003.026279","KBSM"
"KBSM","141","Mg26","*","KBSM"
"KBSM","142","Mg26","1406.139923","KBSM"
"KBSM","143","Mg26","621.1518826","KBSM"
"KBSM","144","Mg26","1116.691505","KBSM"
"KBSM","145","Mg26","1458.762694","KBSM"
"KBSM","147","Mg26","986.0872161","KBSM"
"KBSM","148","Mg26","1166.4645","KBSM"
"KBSM","150","Mg26","1226.671586","KBSM"
"KBSM","151","Mg26","1269.257416","KBSM"
"KBSM","152","Mg26","1045.725818","KBSM"
"KBSM","153","Mg26","1113.812927","KBSM"
"KBSM","154","Mg26","1990.772946","KBSM"
"KBSM","155","Mg26","829.0963678","KBSM"
"KBSM","156","Mg26","1294.616412","KBSM"
"KBSM","157","Mg26","1592.185477","KBSM"
"KBSM","158","Mg26","1616.248379","KBSM"
"KBSM","159","Mg26","1486.270282","KBSM"
"KBSM","161","Mg26","1423.864233","KBSM"
"KBSM","163","Mg26","1104.394574","KBSM"
"KBSM","164","Mg26","1114.13795","KBSM"
"KBSM","166","Mg26","1643.354278","KBSM"
"KBSM","167","Mg26","923.2430582","KBSM"
"KBSM","168","Mg26","1097.988806","KBSM"
"KBSM","169","Mg26","*","KBSM"
"KBSM","170","Mg26","1400.777867","KBSM"
"KBSM","171","Mg26","1621.661135","KBSM"
"KBSM","172","Mg26","1009.25522","KBSM"
"KBSM","173","Mg26","1298.316642","KBSM"
"KBSM","174","Mg26","1311.888747","KBSM"
"KBSM","175","Mg26","1225.508918","KBSM"
"KBSM","176","Mg26","1259.679715","KBSM"
"KBSM","177","Mg26","1416.227457","KBSM"
"KBSM","178","Mg26","1323.771701","KBSM"
"KBSM","179","Mg26","*","KBSM"
"KBSM","180","Mg26","*","KBSM"
"KBSM","181","Mg26","*","KBSM"
"KBSM","182","Mg26","1544.445965","KBSM"
"KBSM","184","Mg26","997.468135","KBSM"
"KBSM","185","Mg26","1018.531464","KBSM"
"KBSM","186","Mg26","*","KBSM"
"KBSM","187","Mg26","1376.819932","KBSM"
"KBSM","188","Mg26","1202.307577","KBSM"
"KBSM","189","Mg26","853.9779266","KBSM"
"KBSM","190","Mg26","1285.015851","KBSM"
"KBSM","191","Mg26","1247.684022","KBSM"
"KBSM","192","Mg26","*","KBSM"
"KBSM","193","Mg26","971.5456757","KBSM"
"KBSM","194","Mg26","1250.273423","KBSM"
"KBSM","195","Mg26","1509.761549","KBSM"
"KBSM","196","Mg26","1654.705835","KBSM"
"KBSM","197","Mg26","857.2499874","KBSM"
"KBSM","198","Mg26","1305.716591","KBSM"
"KBSM","199","Mg26","1935.230243","KBSM"
"KBSM","200","Mg26","1105.647756","KBSM"
"KBSM","201","Mg26","1577.977748","KBSM"
"KBSM","203","Mg26","1596.478664","KBSM"
"KBSM","204","Mg26","1716.835011","KBSM"
"KBSM","205","Mg26","1313.589822","KBSM"
"KBSM","207","Mg26","1386.510044","KBSM"
"KBSM","208","Mg26","1035.056412","KBSM"
"KBSM","209","Mg26","*","KBSM"
"KBSM","210","Mg26","1329.647563","KBSM"
"KBSM","211","Mg26","*","KBSM"
"KBSM","212","Mg26","*","KBSM"
"KBSM","213","Mg26","1355.486652","KBSM"
"KBSM","214","Mg26","1175.275051","KBSM"
"KBSM","215","Mg26","1627.406627","KBSM"
"KBSM","216","Mg26","986.531565","KBSM"
"KBSM","217","Mg26","1453.080905","KBSM"
"KBSM","218","Mg26","1164.405588","KBSM"
"KBSM","219","Mg26","*","KBSM"
"KBSM","220","Mg26","*","KBSM"
"KBSM","221","Mg26","869.4605313","KBSM"
"KBSM","222","Mg26","1304.370203","KBSM"
"KBSM","223","Mg26","1294.744496","KBSM"
"KBSM","224","Mg26","813.9384161","KBSM"
"KBSM","225","Mg26","*","KBSM"
"KBSM","226","Mg26","1083.525498","KBSM"
"KBSM","227","Mg26","1327.371193","KBSM"
"KBSM","228","Mg26","1745.271037","KBSM"
"KBSM","229","Mg26","1119.927525","KBSM"
"KBSM","230","Mg26","1148.885798","KBSM"
"KBSM","231","Mg26","*","KBSM"
"KBSM","232","Mg26","869.8153943","KBSM"
"KBSM","233","Mg26","*","KBSM"
"KBSM","234","Mg26","1774.796237","KBSM"
"KBSM","235","Mg26","977.4652889","KBSM"
"KBSM","236","Mg26","738.8594671","KBSM"
"KBSM","237","Mg26","1267.410932","KBSM"
"KBSM","238","Mg26","*","KBSM"
"KBSM","239","Mg26","1479.415861","KBSM"
"KBSM","240","Mg26","*","KBSM"
"KBSM","241","Mg26","*","KBSM"
"KBSM","242","Mg26","1269.065398","KBSM"
"KBSM","243","Mg26","1397.913829","KBSM"
"KBSM","244","Mg26","1755.348198","KBSM"
"KBSM","245","Mg26","1481.336672","KBSM"
"KBSM","246","Mg26","1346.761867","KBSM"
"KBSM","247","Mg26","1769.025607","KBSM"
"KBSM","248","Mg26","1406.269881","KBSM"
"KBSM","249","Mg26","1738.445709","KBSM"
"KBSM","250","Mg26","1245.054752","KBSM"
"KBSM","251","Mg26","1101.096271","KBSM"
"KBSM","252","Mg26","1174.19907","KBSM"
"KBSM","253","Mg26","*","KBSM"
"KBSM","254","Mg26","1153.00403","KBSM"
"KBSM","255","Mg26","1250.925935","KBSM"
"KBSM","256","Mg26","1325.528644","KBSM"
"KBSM","257","Mg26","813.189231","KBSM"
"KBSM","258","Mg26","1005.367478","KBSM"
"KBSM","259","Mg26","1213.764663","KBSM"
"KBSM","260","Mg26","1305.644354","KBSM"
"KBSM","261","Mg26","*","KBSM"
"KBSM","262","Mg26","*","KBSM"
"KBSM","263","Mg26","1979.830635","KBSM"
"KBSM","264","Mg26","1368.300688","KBSM"
"KBSM","265","Mg26","1585.936901","KBSM"
"KBSM","267","Mg26","1451.336472","KBSM"
"KBSM","268","Mg26","739.0135201","KBSM"
"KBSM","269","Mg26","*","KBSM"
"KBSM","270","Mg26","1073.75373","KBSM"
"KBSM","271","Mg26","*","KBSM"
"KBSM","272","Mg26","1448.493394","KBSM"
"KBSM","273","Mg26","1213.93501","KBSM"
"KBSM","274","Mg26","1506.322034","KBSM"
"KBSM","275","Mg26","1445.117257","KBSM"
"KBSM","276","Mg26","1815.708693","KBSM"
"KBSM","277","Mg26","1088.409553","KBSM"
"KBSM","278","Mg26","*","KBSM"
"KBSM","279","Mg26","887.075263","KBSM"
"KBSM","281","Mg26","967.0073498","KBSM"
"KBSM","282","Mg26","*","KBSM"
"KBSM","283","Mg26","1129.239592","KBSM"
"KBSM","284","Mg26","1391.636858","KBSM"
"KBSM","285","Mg26","935.5969892","KBSM"
"KBSM","286","Mg26","1167.050069","KBSM"
"KBSM","287","Mg26","1166.434082","KBSM"
"KBSM","288","Mg26","*","KBSM"
"KBSM","289","Mg26","1273.353438","KBSM"
"KBSM","290","Mg26","*","KBSM"
"KBSM","292","Mg26","836.9762413","KBSM"
"KBSM","293","Mg26","1025.627872","KBSM"
"KBSM","294","Mg26","989.1660722","KBSM"
"KBSM","296","Mg26","1144.089676","KBSM"
"KBSM","297","Mg26","2128.367202","KBSM"
"KBSM","298","Mg26","1201.641925","KBSM"
"KBSM","299","Mg26","1418.410482","KBSM"
"KBSM","300","Mg26","1144.420214","KBSM"
"KBSM","301","Mg26","1520.778413","KBSM"
"KBSM","302","Mg26","1206.133417","KBSM"
"KBSM","303","Mg26","1699.813006","KBSM"
"KBSM","304","Mg26","1487.598065","KBSM"
"KBSM","305","Mg26","1204.538964","KBSM"
"KBSM","306","Mg26","1627.606301","KBSM"
"KBSM","307","Mg26","1627.015411","KBSM"
"KBSM","308","Mg26","1366.785942","KBSM"
"KBSM","310","Mg26","1080.760364","KBSM"
"KBSM","311","Mg26","*","KBSM"
"KBSM","312","Mg26","809.4682988","KBSM"
"KBSM","313","Mg26","1309.644968","KBSM"
"KBSM","314","Mg26","1578.023245","KBSM"
"KBSM","315","Mg26","1176.521804","KBSM"
"KBSM","317","Mg26","1425.248441","KBSM"
"KBSM","318","Mg26","1732.369206","KBSM"
"KBSM","319","Mg26","*","KBSM"
"KBSM","320","Mg26","1397.048367","KBSM"
"KBSM","322","Mg26","1127.478832","KBSM"
"KBSM","323","Mg26","1832.722767","KBSM"
"KBSM","324","Mg26","1423.387204","KBSM"
"KBSM","325","Mg26","1230.783271","KBSM"
"KBSM","326","Mg26","1345.770212","KBSM"
"KBSM","328","Mg26","1300.880053","KBSM"
"KBSM","330","Mg26","1342.524713","KBSM"
"KBSM","332","Mg26","1219.253344","KBSM"
"KBSM","333","Mg26","1158.674782","KBSM"
"KBSM","334","Mg26","2061.886731","KBSM"
"KBSM","335","Mg26","1335.647442","KBSM"
"KBSM","336","Mg26","959.0315299","KBSM"
"KBSM","337","Mg26","1437.628012","KBSM"
"KBSM","338","Mg26","1263.913728","KBSM"
"KBSM","339","Mg26","1129.490299","KBSM"
"KBSM","340","Mg26","*","KBSM"
"KBSM","341","Mg26","1263.362884","KBSM"
"KBSM","342","Mg26","742.7337073","KBSM"
"KBSM","343","Mg26","1039.614873","KBSM"
"KBSM","345","Mg26","1232.173021","KBSM"
"KBSM","346","Mg26","1316.555714","KBSM"
"KBSM","347","Mg26","1069.610744","KBSM"
"KBSM","349","Mg26","1267.312488","KBSM"
"KBSM","350","Mg26","1487.47821","KBSM"
"KBSM","352","Mg26","1401.885561","KBSM"
"KBSM","353","Mg26","1422.787065","KBSM"
"KBSM","354","Mg26","1531.830932","KBSM"
"KBSM","355","Mg26","*","KBSM"
"KBSM","356","Mg26","1174.755071","KBSM"
"KBSM","358","Mg26","1083.576645","KBSM"
"KBSM","359","Mg26","1386.768367","KBSM"
"KBSM","360","Mg26","1010.344804","KBSM"
"KBSM","361","Mg26","1487.588904","KBSM"
"KBSM","363","Mg26","969.1947496","KBSM"
"KBSM","364","Mg26","1209.896759","KBSM"
"KBSM","365","Mg26","1489.233444","KBSM"
"KBSM","366","Mg26","1696.329592","KBSM"
"KBSM","367","Mg26","1104.233639","KBSM"
"KBSM","368","Mg26","*","KBSM"
"KBSM","369","Mg26","1394.987945","KBSM"
"KBSM","370","Mg26","1765.407588","KBSM"
"KBSM","371","Mg26","1372.078829","KBSM"
"KBSM","372","Mg26","1330.638667","KBSM"
"KBSM","373","Mg26","1278.645664","KBSM"
"KBSM","374","Mg26","1077.127831","KBSM"
"KBSM","375","Mg26","1632.613449","KBSM"
"KBSM","377","Mg26","*","KBSM"
"KBSM","378","Mg26","1144.057203","KBSM"
"KBSM","379","Mg26","1183.364683","KBSM"
"KBSM","380","Mg26","1616.220998","KBSM"
"KBSM","381","Mg26","1283.73171","KBSM"
"KBSM","382","Mg26","1221.578188","KBSM"
"KBSM","383","Mg26","1636.398339","KBSM"
"KBSM","384","Mg26","1001.619879","KBSM"
"KBSM","386","Mg26","1369.686766","KBSM"
"KBSM","388","Mg26","901.2162426","KBSM"
"KBSM","389","Mg26","1159.636107","KBSM"
"KBSM","390","Mg26","904.8088219","KBSM"
"KBSM","391","Mg26","1283.144016","KBSM"
"KBSM","392","Mg26","1690.739829","KBSM"
"KBSM","393","Mg26","1185.631065","KBSM"
"KBSM","394","Mg26","1121.883858","KBSM"
"KBSM","395","Mg26","1441.72743","KBSM"
"KBSM","396","Mg26","1091.960103","KBSM"
"KBSM","397","Mg26","912.1676786","KBSM"
"KBSM","398","Mg26","997.3598522","KBSM"
"KBSM","399","Mg26","1423.369723","KBSM"
"KBSM","400","Mg26","1111.426131","KBSM"
"KBSM","402","Mg26","1178.921235","KBSM"
"KBSM","403","Mg26","1839.336251","KBSM"
"KBSM","404","Mg26","910.2409342","KBSM"
"KBSM","405","Mg26","1256.262165","KBSM"
"KBSM","406","Mg26","1525.68103","KBSM"
"KBSM","407","Mg26","1160.739402","KBSM"
"KBSM","408","Mg26","1412.256064","KBSM"
"KBSM","409","Mg26","1195.209265","KBSM"
"KBSM","410","Mg26","1017.859603","KBSM"
"KBSM","411","Mg26","1381.415842","KBSM"
"KBSM","412","Mg26","805.9014202","KBSM"
"KBSM","413","Mg26","*","KBSM"
"KBSM","414","Mg26","1425.135882","KBSM"
"KBSM","415","Mg26","1151.559909","KBSM"
"KBSM","416","Mg26","*","KBSM"
"KBSM","417","Mg26","1516.03577","KBSM"
"KBSM","418","Mg26","1477.727309","KBSM"
"KBSM","419","Mg26","1165.340954","KBSM"
"KBSM","420","Mg26","1381.226029","KBSM"
"KBSM","421","Mg26","861.7700226","KBSM"
"KBSM","422","Mg26","1546.253045","KBSM"
"KBSM","423","Mg26","1017.86677","KBSM"
"KBSM","424","Mg26","1247.173512","KBSM"
"KBSM","425","Mg26","1279.0917","KBSM"
"KBSM","426","Mg26","836.8908482","KBSM"
"KBSM","427","Mg26","1077.981002","KBSM"
"KBSM","428","Mg26","1439.695437","KBSM"
"KBSM","429","Mg26","1035.109243","KBSM"
"KBSM","431","Mg26","1772.451361","KBSM"
"KBSM","432","Mg26","1448.615011","KBSM"
"KBSM","433","Mg26","2245.559652","KBSM"
"KBSM","435","Mg26","1453.910631","KBSM"
"KBSM","436","Mg26","1217.741486","KBSM"
"KBSM","437","Mg26","*","KBSM"
"KBSM","438","Mg26","*","KBSM"
"KBSM","439","Mg26","1063.220698","KBSM"
"KBSM","440","Mg26","1515.358782","KBSM"
"KBSM","442","Mg26","1370.82606","KBSM"
"KBSM","443","Mg26","1805.717804","KBSM"
"KBSM","444","Mg26","933.1876696","KBSM"
"KBSM","445","Mg26","1902.940121","KBSM"
"KBSM","446","Mg26","2115.975796","KBSM"
"KBSM","447","Mg26","1339.357945","KBSM"
"KBSM","448","Mg26","935.4518621","KBSM"
"KBSM","449","Mg26","1228.357197","KBSM"
"KBSM","450","Mg26","1297.122216","KBSM"
"KBSM","451","Mg26","1498.01603","KBSM"
"KBSM","452","Mg26","1324.215713","KBSM"
