"SITE","LINE","traits","Rb85","SITE2"
"CLMB","640","Rb85","4.38178637","CLMB"
"CLMB","641","Rb85","1.623748245","CLMB"
"CLMB","642","Rb85","2.050427397","CLMB"
"CLMB","643","Rb85","2.53842411","CLMB"
"CLMB","644","Rb85","*","CLMB"
"CLMB","645","Rb85","2.040943144","CLMB"
"CLMB","647","Rb85","2.389328459","CLMB"
"CLMB","648","Rb85","*","CLMB"
"CLMB","649","Rb85","2.38234714","CLMB"
"CLMB","652","Rb85","2.260464667","CLMB"
"CLMB","654","Rb85","1.941144721","CLMB"
"CLMB","655","Rb85","2.511356419","CLMB"
"CLMB","656","Rb85","2.363087441","CLMB"
"CLMB","657","Rb85","1.859521863","CLMB"
"CLMB","658","Rb85","1.369690347","CLMB"
"CLMB","660","Rb85","2.119422539","CLMB"
"CLMB","661","Rb85","2.034761016","CLMB"
"CLMB","663","Rb85","2.973683093","CLMB"
"CLMB","664","Rb85","1.884486621","CLMB"
"CLMB","666","Rb85","1.857795124","CLMB"
"CLMB","667","Rb85","2.241510013","CLMB"
"CLMB","668","Rb85","1.904664631","CLMB"
"CLMB","669","Rb85","2.559593286","CLMB"
"CLMB","670","Rb85","*","CLMB"
"CLMB","671","Rb85","2.494604428","CLMB"
"CLMB","672","Rb85","1.743097158","CLMB"
"CLMB","673","Rb85","1.213113023","CLMB"
"CLMB","674","Rb85","3.342334878","CLMB"
"CLMB","675","Rb85","1.540264475","CLMB"
"CLMB","677","Rb85","3.298439097","CLMB"
"CLMB","679","Rb85","*","CLMB"
"CLMB","680","Rb85","3.285377188","CLMB"
"CLMB","681","Rb85","2.870481504","CLMB"
"CLMB","682","Rb85","1.812482772","CLMB"
"CLMB","683","Rb85","3.232435216","CLMB"
"CLMB","684","Rb85","2.180470606","CLMB"
"CLMB","685","Rb85","2.403406674","CLMB"
"CLMB","686","Rb85","2.248047485","CLMB"
"CLMB","689","Rb85","2.519615236","CLMB"
"CLMB","690","Rb85","1.70711189","CLMB"
"CLMB","691","Rb85","2.047753152","CLMB"
"CLMB","692","Rb85","2.389143243","CLMB"
"CLMB","693","Rb85","2.01011279","CLMB"
"CLMB","694","Rb85","1.351542731","CLMB"
"CLMB","695","Rb85","2.627419362","CLMB"
"CLMB","696","Rb85","3.454724436","CLMB"
"CLMB","697","Rb85","2.336618615","CLMB"
"CLMB","698","Rb85","1.879906231","CLMB"
"CLMB","699","Rb85","3.084074005","CLMB"
"CLMB","700","Rb85","2.65884025","CLMB"
"CLMB","702","Rb85","1.49783334","CLMB"
"CLMB","703","Rb85","2.419235249","CLMB"
"CLMB","704","Rb85","2.781614381","CLMB"
"CLMB","705","Rb85","2.120528828","CLMB"
"CLMB","706","Rb85","2.302159864","CLMB"
"CLMB","707","Rb85","3.153474602","CLMB"
"CLMB","708","Rb85","*","CLMB"
"CLMB","710","Rb85","2.830228646","CLMB"
"CLMB","711","Rb85","2.54046728","CLMB"
"CLMB","712","Rb85","1.350558894","CLMB"
"CLMB","713","Rb85","1.233370891","CLMB"
"CLMB","714","Rb85","1.56772274","CLMB"
"CLMB","715","Rb85","3.368926615","CLMB"
"CLMB","716","Rb85","1.674825564","CLMB"
"CLMB","718","Rb85","2.615851525","CLMB"
"CLMB","719","Rb85","2.299120092","CLMB"
"CLMB","720","Rb85","3.305353543","CLMB"
"CLMB","721","Rb85","*","CLMB"
"CLMB","722","Rb85","2.289802977","CLMB"
"CLMB","723","Rb85","*","CLMB"
"CLMB","724","Rb85","4.32245849","CLMB"
"CLMB","725","Rb85","1.961649724","CLMB"
"CLMB","726","Rb85","2.227450478","CLMB"
"CLMB","729","Rb85","1.43597479","CLMB"
"CLMB","730","Rb85","1.842687405","CLMB"
"CLMB","731","Rb85","2.026730213","CLMB"
"CLMB","732","Rb85","*","CLMB"
"CLMB","733","Rb85","1.852727382","CLMB"
"CLMB","734","Rb85","2.255288986","CLMB"
"CLMB","735","Rb85","2.651404675","CLMB"
"CLMB","736","Rb85","2.606475552","CLMB"
"CLMB","737","Rb85","2.136143378","CLMB"
"CLMB","738","Rb85","2.605985506","CLMB"
"CLMB","739","Rb85","1.979670206","CLMB"
"CLMB","740","Rb85","1.766313324","CLMB"
"CLMB","742","Rb85","2.747182507","CLMB"
"CLMB","743","Rb85","2.043407451","CLMB"
"CLMB","744","Rb85","2.935719348","CLMB"
"CLMB","745","Rb85","2.511722285","CLMB"
"CLMB","746","Rb85","1.724921935","CLMB"
"CLMB","748","Rb85","2.450344619","CLMB"
"CLMB","749","Rb85","2.707767531","CLMB"
"CLMB","750","Rb85","3.412406746","CLMB"
"CLMB","751","Rb85","2.704826557","CLMB"
"CLMB","752","Rb85","3.125396157","CLMB"
"CLMB","753","Rb85","2.748706941","CLMB"
"CLMB","755","Rb85","2.125174072","CLMB"
"CLMB","756","Rb85","3.200840686","CLMB"
"CLMB","757","Rb85","2.528996325","CLMB"
"CLMB","758","Rb85","2.110469585","CLMB"
"CLMB","759","Rb85","1.662356616","CLMB"
"CLMB","760","Rb85","2.759797083","CLMB"
"CLMB","761","Rb85","1.878888995","CLMB"
"CLMB","762","Rb85","2.323665475","CLMB"
"CLMB","763","Rb85","2.752755397","CLMB"
"CLMB","764","Rb85","1.958186754","CLMB"
"CLMB","765","Rb85","2.496814652","CLMB"
"CLMB","766","Rb85","2.286674662","CLMB"
"CLMB","767","Rb85","1.577154471","CLMB"
"CLMB","768","Rb85","2.66422046","CLMB"
"CLMB","769","Rb85","*","CLMB"
"CLMB","770","Rb85","2.125479819","CLMB"
"CLMB","771","Rb85","2.038891026","CLMB"
"CLMB","772","Rb85","2.028554898","CLMB"
"CLMB","773","Rb85","2.567576179","CLMB"
"CLMB","774","Rb85","1.880922249","CLMB"
"CLMB","775","Rb85","2.18729851","CLMB"
"CLMB","776","Rb85","2.422596576","CLMB"
"CLMB","777","Rb85","1.600585692","CLMB"
"CLMB","778","Rb85","2.356926736","CLMB"
"CLMB","779","Rb85","2.225444637","CLMB"
"CLMB","780","Rb85","2.371274207","CLMB"
"CLMB","781","Rb85","2.955018143","CLMB"
"CLMB","782","Rb85","2.263910115","CLMB"
"CLMB","783","Rb85","2.526944646","CLMB"
"CLMB","784","Rb85","2.633539496","CLMB"
"CLMB","785","Rb85","2.120638525","CLMB"
"CLMB","786","Rb85","2.19913186","CLMB"
"CLMB","787","Rb85","2.468369504","CLMB"
"CLMB","788","Rb85","2.762208338","CLMB"
"CLMB","789","Rb85","1.886632645","CLMB"
"CLMB","790","Rb85","2.067385753","CLMB"
"CLMB","792","Rb85","3.016960222","CLMB"
"CLMB","794","Rb85","3.769028764","CLMB"
"CLMB","795","Rb85","2.539725756","CLMB"
"CLMB","796","Rb85","3.753456151","CLMB"
"CLMB","797","Rb85","2.194356609","CLMB"
"CLMB","799","Rb85","3.093104614","CLMB"
"CLMB","800","Rb85","2.67956874","CLMB"
"CLMB","801","Rb85","2.962711874","CLMB"
"CLMB","802","Rb85","1.29478385","CLMB"
"CLMB","803","Rb85","2.230894771","CLMB"
"CLMB","804","Rb85","1.905981091","CLMB"
"CLMB","805","Rb85","2.058903714","CLMB"
"CLMB","806","Rb85","2.143127647","CLMB"
"CLMB","808","Rb85","2.851741112","CLMB"
"CLMB","809","Rb85","1.910464575","CLMB"
"CLMB","810","Rb85","2.878423626","CLMB"
"CLMB","811","Rb85","2.141791606","CLMB"
"CLMB","812","Rb85","2.718993085","CLMB"
"CLMB","813","Rb85","*","CLMB"
"CLMB","814","Rb85","2.825670831","CLMB"
"CLMB","815","Rb85","1.698494138","CLMB"
"CLMB","816","Rb85","2.927784925","CLMB"
"CLMB","817","Rb85","1.89698079","CLMB"
"CLMB","818","Rb85","3.141701532","CLMB"
"CLMB","819","Rb85","2.752887018","CLMB"
"CLMB","820","Rb85","2.934722344","CLMB"
"CLMB","821","Rb85","1.721932763","CLMB"
"CLMB","822","Rb85","2.715782019","CLMB"
"CLMB","823","Rb85","2.627790647","CLMB"
"CLMB","824","Rb85","3.028392257","CLMB"
"CLMB","825","Rb85","3.245649954","CLMB"
"KBSM","1","Rb85","0.528840996","KBSM"
"KBSM","2","Rb85","1.305292466","KBSM"
"KBSM","3","Rb85","0.926841848","KBSM"
"KBSM","4","Rb85","2.119243409","KBSM"
"KBSM","5","Rb85","1.295917498","KBSM"
"KBSM","7","Rb85","1.34702807","KBSM"
"KBSM","8","Rb85","0.91375535","KBSM"
"KBSM","9","Rb85","0.670497179","KBSM"
"KBSM","10","Rb85","0.538055535","KBSM"
"KBSM","11","Rb85","0.907987325","KBSM"
"KBSM","12","Rb85","0.555543999","KBSM"
"KBSM","13","Rb85","*","KBSM"
"KBSM","14","Rb85","2.009393549","KBSM"
"KBSM","15","Rb85","1.20431278","KBSM"
"KBSM","16","Rb85","*","KBSM"
"KBSM","17","Rb85","0.9899992","KBSM"
"KBSM","18","Rb85","0.440066427","KBSM"
"KBSM","19","Rb85","1.293989511","KBSM"
"KBSM","20","Rb85","1.226382482","KBSM"
"KBSM","21","Rb85","*","KBSM"
"KBSM","22","Rb85","0.641469188","KBSM"
"KBSM","23","Rb85","1.272600346","KBSM"
"KBSM","24","Rb85","*","KBSM"
"KBSM","25","Rb85","2.343489442","KBSM"
"KBSM","26","Rb85","1.321852964","KBSM"
"KBSM","27","Rb85","*","KBSM"
"KBSM","28","Rb85","1.59419524","KBSM"
"KBSM","29","Rb85","0.746929963","KBSM"
"KBSM","30","Rb85","0.407671725","KBSM"
"KBSM","31","Rb85","0.662597037","KBSM"
"KBSM","32","Rb85","1.271870237","KBSM"
"KBSM","33","Rb85","0.657762402","KBSM"
"KBSM","34","Rb85","0.380034081","KBSM"
"KBSM","35","Rb85","0.328838976","KBSM"
"KBSM","36","Rb85","1.096976844","KBSM"
"KBSM","37","Rb85","0.592189798","KBSM"
"KBSM","38","Rb85","1.528024761","KBSM"
"KBSM","39","Rb85","0.511286461","KBSM"
"KBSM","40","Rb85","2.600165663","KBSM"
"KBSM","41","Rb85","0.397406926","KBSM"
"KBSM","42","Rb85","1.88139304","KBSM"
"KBSM","43","Rb85","0.994873984","KBSM"
"KBSM","44","Rb85","0.880338058","KBSM"
"KBSM","46","Rb85","1.14751787","KBSM"
"KBSM","48","Rb85","0.736217697","KBSM"
"KBSM","49","Rb85","*","KBSM"
"KBSM","50","Rb85","*","KBSM"
"KBSM","52","Rb85","0.405017403","KBSM"
"KBSM","53","Rb85","1.453654962","KBSM"
"KBSM","54","Rb85","0.737035221","KBSM"
"KBSM","55","Rb85","1.133432463","KBSM"
"KBSM","56","Rb85","1.740316097","KBSM"
"KBSM","57","Rb85","0.86112226","KBSM"
"KBSM","58","Rb85","*","KBSM"
"KBSM","59","Rb85","*","KBSM"
"KBSM","60","Rb85","*","KBSM"
"KBSM","61","Rb85","0.716444508","KBSM"
"KBSM","62","Rb85","2.054212698","KBSM"
"KBSM","63","Rb85","*","KBSM"
"KBSM","64","Rb85","1.203215804","KBSM"
"KBSM","65","Rb85","0.609315725","KBSM"
"KBSM","66","Rb85","1.455605605","KBSM"
"KBSM","67","Rb85","0.794716169","KBSM"
"KBSM","68","Rb85","1.952251329","KBSM"
"KBSM","69","Rb85","2.042212784","KBSM"
"KBSM","70","Rb85","1.78867083","KBSM"
"KBSM","71","Rb85","*","KBSM"
"KBSM","72","Rb85","1.359988206","KBSM"
"KBSM","73","Rb85","1.6827106485","KBSM"
"KBSM","74","Rb85","1.0937551","KBSM"
"KBSM","75","Rb85","*","KBSM"
"KBSM","76","Rb85","*","KBSM"
"KBSM","77","Rb85","*","KBSM"
"KBSM","78","Rb85","1.351775395","KBSM"
"KBSM","79","Rb85","1.924008629","KBSM"
"KBSM","80","Rb85","1.95548617","KBSM"
"KBSM","81","Rb85","0.6241618","KBSM"
"KBSM","83","Rb85","2.203119526","KBSM"
"KBSM","84","Rb85","*","KBSM"
"KBSM","85","Rb85","0.634515738","KBSM"
"KBSM","86","Rb85","1.0271127","KBSM"
"KBSM","87","Rb85","1.11700019","KBSM"
"KBSM","88","Rb85","1.192055295","KBSM"
"KBSM","89","Rb85","1.587527689","KBSM"
"KBSM","90","Rb85","1.354614517","KBSM"
"KBSM","91","Rb85","2.11331553","KBSM"
"KBSM","93","Rb85","1.686815407","KBSM"
"KBSM","94","Rb85","1.059697435","KBSM"
"KBSM","95","Rb85","1.568152138","KBSM"
"KBSM","96","Rb85","0.830543854","KBSM"
"KBSM","97","Rb85","0.451413132","KBSM"
"KBSM","99","Rb85","1.270793362","KBSM"
"KBSM","100","Rb85","1.027349581","KBSM"
"KBSM","101","Rb85","1.187373017","KBSM"
"KBSM","102","Rb85","*","KBSM"
"KBSM","103","Rb85","2.245211901","KBSM"
"KBSM","104","Rb85","0.901120877","KBSM"
"KBSM","105","Rb85","1.30896943","KBSM"
"KBSM","106","Rb85","1.423677372","KBSM"
"KBSM","107","Rb85","0.897630194","KBSM"
"KBSM","110","Rb85","1.351977278","KBSM"
"KBSM","111","Rb85","1.142447876","KBSM"
"KBSM","112","Rb85","0.63500722","KBSM"
"KBSM","113","Rb85","*","KBSM"
"KBSM","114","Rb85","1.580073844","KBSM"
"KBSM","115","Rb85","0.808016976","KBSM"
"KBSM","116","Rb85","1.044706204","KBSM"
"KBSM","117","Rb85","0.460741654","KBSM"
"KBSM","118","Rb85","1.079735826","KBSM"
"KBSM","119","Rb85","1.581417487","KBSM"
"KBSM","120","Rb85","*","KBSM"
"KBSM","122","Rb85","0.937072409","KBSM"
"KBSM","123","Rb85","1.006375428","KBSM"
"KBSM","125","Rb85","0.940877208","KBSM"
"KBSM","126","Rb85","0.425776827","KBSM"
"KBSM","127","Rb85","1.034179184","KBSM"
"KBSM","128","Rb85","1.465549597","KBSM"
"KBSM","130","Rb85","1.411334946","KBSM"
"KBSM","131","Rb85","0.864646874","KBSM"
"KBSM","132","Rb85","1.278544497","KBSM"
"KBSM","134","Rb85","1.159399561","KBSM"
"KBSM","135","Rb85","1.234684977","KBSM"
"KBSM","136","Rb85","1.510185245","KBSM"
"KBSM","137","Rb85","0.98543869","KBSM"
"KBSM","138","Rb85","*","KBSM"
"KBSM","139","Rb85","1.353761141","KBSM"
"KBSM","141","Rb85","*","KBSM"
"KBSM","142","Rb85","0.323724839","KBSM"
"KBSM","143","Rb85","1.53400898","KBSM"
"KBSM","144","Rb85","1.145989459","KBSM"
"KBSM","145","Rb85","0.933011823","KBSM"
"KBSM","146","Rb85","*","KBSM"
"KBSM","147","Rb85","0.779184162","KBSM"
"KBSM","148","Rb85","1.09311518","KBSM"
"KBSM","150","Rb85","0.44609145","KBSM"
"KBSM","151","Rb85","0.936275901","KBSM"
"KBSM","152","Rb85","0.99197393","KBSM"
"KBSM","153","Rb85","2.724210434","KBSM"
"KBSM","154","Rb85","1.341879629","KBSM"
"KBSM","155","Rb85","2.121920385","KBSM"
"KBSM","156","Rb85","1.446978764","KBSM"
"KBSM","157","Rb85","0.476376598","KBSM"
"KBSM","158","Rb85","1.105020187","KBSM"
"KBSM","159","Rb85","0.566653325","KBSM"
"KBSM","161","Rb85","0.964937528","KBSM"
"KBSM","163","Rb85","1.101967322","KBSM"
"KBSM","164","Rb85","0.764981096","KBSM"
"KBSM","166","Rb85","1.357095329","KBSM"
"KBSM","167","Rb85","0.962212595","KBSM"
"KBSM","168","Rb85","0.902882062","KBSM"
"KBSM","169","Rb85","*","KBSM"
"KBSM","170","Rb85","1.950339707","KBSM"
"KBSM","171","Rb85","1.406325115","KBSM"
"KBSM","172","Rb85","1.070266956","KBSM"
"KBSM","173","Rb85","0.318535735","KBSM"
"KBSM","174","Rb85","0.272366381","KBSM"
"KBSM","175","Rb85","1.756243313","KBSM"
"KBSM","176","Rb85","1.135291532","KBSM"
"KBSM","177","Rb85","1.081411312","KBSM"
"KBSM","178","Rb85","1.127002028","KBSM"
"KBSM","179","Rb85","*","KBSM"
"KBSM","180","Rb85","*","KBSM"
"KBSM","181","Rb85","*","KBSM"
"KBSM","182","Rb85","0.685384325","KBSM"
"KBSM","184","Rb85","1.134354579","KBSM"
"KBSM","185","Rb85","0.80399435","KBSM"
"KBSM","186","Rb85","*","KBSM"
"KBSM","187","Rb85","1.684601863","KBSM"
"KBSM","188","Rb85","1.277561139","KBSM"
"KBSM","189","Rb85","0.763144818","KBSM"
"KBSM","190","Rb85","0.412611249","KBSM"
"KBSM","191","Rb85","1.001363975","KBSM"
"KBSM","192","Rb85","*","KBSM"
"KBSM","193","Rb85","1.389990276","KBSM"
"KBSM","194","Rb85","0.871624309","KBSM"
"KBSM","195","Rb85","0.863074476","KBSM"
"KBSM","196","Rb85","1.008705834","KBSM"
"KBSM","197","Rb85","1.397232406","KBSM"
"KBSM","198","Rb85","1.47215293","KBSM"
"KBSM","199","Rb85","1.073420652","KBSM"
"KBSM","200","Rb85","0.854733978","KBSM"
"KBSM","201","Rb85","0.829369331","KBSM"
"KBSM","203","Rb85","0.870383136","KBSM"
"KBSM","204","Rb85","0.871422277","KBSM"
"KBSM","205","Rb85","0.772385639","KBSM"
"KBSM","207","Rb85","1.415369412","KBSM"
"KBSM","208","Rb85","1.045839963","KBSM"
"KBSM","209","Rb85","*","KBSM"
"KBSM","210","Rb85","1.812159875","KBSM"
"KBSM","211","Rb85","*","KBSM"
"KBSM","212","Rb85","*","KBSM"
"KBSM","213","Rb85","0.397016964","KBSM"
"KBSM","214","Rb85","0.993917331","KBSM"
"KBSM","215","Rb85","2.134825432","KBSM"
"KBSM","216","Rb85","0.67388386","KBSM"
"KBSM","217","Rb85","0.581261326","KBSM"
"KBSM","218","Rb85","1.223075573","KBSM"
"KBSM","219","Rb85","*","KBSM"
"KBSM","220","Rb85","*","KBSM"
"KBSM","221","Rb85","1.520591844","KBSM"
"KBSM","222","Rb85","0.898625895","KBSM"
"KBSM","223","Rb85","0.733010234","KBSM"
"KBSM","224","Rb85","0.839138135","KBSM"
"KBSM","225","Rb85","*","KBSM"
"KBSM","226","Rb85","0.610354165","KBSM"
"KBSM","227","Rb85","1.256098035","KBSM"
"KBSM","228","Rb85","0.98125724","KBSM"
"KBSM","229","Rb85","1.021359257","KBSM"
"KBSM","230","Rb85","0.569150831","KBSM"
"KBSM","231","Rb85","*","KBSM"
"KBSM","232","Rb85","2.505699473","KBSM"
"KBSM","233","Rb85","*","KBSM"
"KBSM","234","Rb85","1.247300959","KBSM"
"KBSM","235","Rb85","1.72772501","KBSM"
"KBSM","236","Rb85","1.229392618","KBSM"
"KBSM","237","Rb85","0.416606963","KBSM"
"KBSM","238","Rb85","*","KBSM"
"KBSM","239","Rb85","0.914350823","KBSM"
"KBSM","240","Rb85","*","KBSM"
"KBSM","241","Rb85","*","KBSM"
"KBSM","242","Rb85","0.524001385","KBSM"
"KBSM","243","Rb85","2.749903435","KBSM"
"KBSM","244","Rb85","0.742168584","KBSM"
"KBSM","245","Rb85","0.452916464","KBSM"
"KBSM","246","Rb85","1.081165844","KBSM"
"KBSM","247","Rb85","0.395535451","KBSM"
"KBSM","248","Rb85","0.928207565","KBSM"
"KBSM","249","Rb85","0.978735958","KBSM"
"KBSM","250","Rb85","0.367872012","KBSM"
"KBSM","251","Rb85","1.49543805","KBSM"
"KBSM","252","Rb85","0.653527498","KBSM"
"KBSM","253","Rb85","*","KBSM"
"KBSM","254","Rb85","1.08375421","KBSM"
"KBSM","255","Rb85","0.757631215","KBSM"
"KBSM","256","Rb85","1.17671751","KBSM"
"KBSM","257","Rb85","0.613211543","KBSM"
"KBSM","258","Rb85","1.313850925","KBSM"
"KBSM","259","Rb85","1.186459679","KBSM"
"KBSM","260","Rb85","1.515462887","KBSM"
"KBSM","261","Rb85","*","KBSM"
"KBSM","262","Rb85","*","KBSM"
"KBSM","263","Rb85","1.304588492","KBSM"
"KBSM","264","Rb85","0.719983086","KBSM"
"KBSM","265","Rb85","0.830885005","KBSM"
"KBSM","267","Rb85","2.538742388","KBSM"
"KBSM","268","Rb85","0.575081083","KBSM"
"KBSM","269","Rb85","*","KBSM"
"KBSM","270","Rb85","2.122900289","KBSM"
"KBSM","271","Rb85","*","KBSM"
"KBSM","272","Rb85","0.732268633","KBSM"
"KBSM","273","Rb85","1.365258605","KBSM"
"KBSM","274","Rb85","0.716190269","KBSM"
"KBSM","275","Rb85","0.522082145","KBSM"
"KBSM","276","Rb85","1.358672686","KBSM"
"KBSM","277","Rb85","1.276529539","KBSM"
"KBSM","278","Rb85","*","KBSM"
"KBSM","279","Rb85","1.744331168","KBSM"
"KBSM","281","Rb85","1.367941894","KBSM"
"KBSM","282","Rb85","*","KBSM"
"KBSM","283","Rb85","0.909510379","KBSM"
"KBSM","284","Rb85","1.564059634","KBSM"
"KBSM","285","Rb85","1.321596463","KBSM"
"KBSM","286","Rb85","0.809003444","KBSM"
"KBSM","287","Rb85","1.089194308","KBSM"
"KBSM","288","Rb85","*","KBSM"
"KBSM","289","Rb85","0.980643242","KBSM"
"KBSM","290","Rb85","*","KBSM"
"KBSM","292","Rb85","3.163995885","KBSM"
"KBSM","293","Rb85","1.026400433","KBSM"
"KBSM","294","Rb85","1.266747899","KBSM"
"KBSM","296","Rb85","0.830046181","KBSM"
"KBSM","297","Rb85","0.918625118","KBSM"
"KBSM","298","Rb85","2.002735015","KBSM"
"KBSM","299","Rb85","0.737543778","KBSM"
"KBSM","300","Rb85","1.210014559","KBSM"
"KBSM","301","Rb85","0.826919568","KBSM"
"KBSM","302","Rb85","0.723026838","KBSM"
"KBSM","303","Rb85","1.537999742","KBSM"
"KBSM","304","Rb85","1.535789614","KBSM"
"KBSM","305","Rb85","0.89090584","KBSM"
"KBSM","306","Rb85","0.519220535","KBSM"
"KBSM","307","Rb85","0.780562814","KBSM"
"KBSM","308","Rb85","1.127762362","KBSM"
"KBSM","310","Rb85","1.140345336","KBSM"
"KBSM","311","Rb85","*","KBSM"
"KBSM","312","Rb85","1.552288622","KBSM"
"KBSM","313","Rb85","1.29137182","KBSM"
"KBSM","314","Rb85","1.743248816","KBSM"
"KBSM","315","Rb85","2.308894013","KBSM"
"KBSM","317","Rb85","0.984268114","KBSM"
"KBSM","318","Rb85","0.985975871","KBSM"
"KBSM","319","Rb85","*","KBSM"
"KBSM","320","Rb85","0.261483834","KBSM"
"KBSM","322","Rb85","3.769148606","KBSM"
"KBSM","323","Rb85","0.509975581","KBSM"
"KBSM","324","Rb85","1.342902552","KBSM"
"KBSM","325","Rb85","1.303421409","KBSM"
"KBSM","326","Rb85","0.913704025","KBSM"
"KBSM","328","Rb85","1.4676308","KBSM"
"KBSM","330","Rb85","1.902933879","KBSM"
"KBSM","332","Rb85","1.951220803","KBSM"
"KBSM","333","Rb85","0.351342052","KBSM"
"KBSM","334","Rb85","1.441302577","KBSM"
"KBSM","335","Rb85","0.898709296","KBSM"
"KBSM","336","Rb85","1.310265707","KBSM"
"KBSM","337","Rb85","0.855405843","KBSM"
"KBSM","338","Rb85","0.834076907","KBSM"
"KBSM","339","Rb85","2.338452204","KBSM"
"KBSM","340","Rb85","*","KBSM"
"KBSM","341","Rb85","1.27093217","KBSM"
"KBSM","342","Rb85","0.900200537","KBSM"
"KBSM","343","Rb85","0.523233473","KBSM"
"KBSM","345","Rb85","1.11925898","KBSM"
"KBSM","346","Rb85","0.519027286","KBSM"
"KBSM","347","Rb85","0.610092879","KBSM"
"KBSM","349","Rb85","1.884677533","KBSM"
"KBSM","350","Rb85","1.538778988","KBSM"
"KBSM","352","Rb85","0.792855183","KBSM"
"KBSM","353","Rb85","2.042435573","KBSM"
"KBSM","354","Rb85","1.562089161","KBSM"
"KBSM","355","Rb85","*","KBSM"
"KBSM","356","Rb85","1.226627865","KBSM"
"KBSM","358","Rb85","1.579162164","KBSM"
"KBSM","359","Rb85","1.67592961","KBSM"
"KBSM","360","Rb85","1.168509193","KBSM"
"KBSM","361","Rb85","0.792425961","KBSM"
"KBSM","363","Rb85","0.889415837","KBSM"
"KBSM","364","Rb85","1.91205808","KBSM"
"KBSM","365","Rb85","0.572145056","KBSM"
"KBSM","366","Rb85","1.46033729","KBSM"
"KBSM","367","Rb85","2.664864126","KBSM"
"KBSM","368","Rb85","*","KBSM"
"KBSM","369","Rb85","2.05333855","KBSM"
"KBSM","370","Rb85","0.662826499","KBSM"
"KBSM","371","Rb85","0.825379697","KBSM"
"KBSM","372","Rb85","0.705848307","KBSM"
"KBSM","373","Rb85","1.080944568","KBSM"
"KBSM","374","Rb85","0.846957453","KBSM"
"KBSM","375","Rb85","1.450031246","KBSM"
"KBSM","377","Rb85","*","KBSM"
"KBSM","378","Rb85","1.088779609","KBSM"
"KBSM","379","Rb85","0.838501839","KBSM"
"KBSM","380","Rb85","2.04970254","KBSM"
"KBSM","381","Rb85","1.767584395","KBSM"
"KBSM","382","Rb85","1.747475868","KBSM"
"KBSM","383","Rb85","0.927440866","KBSM"
"KBSM","384","Rb85","1.896555949","KBSM"
"KBSM","386","Rb85","0.991102698","KBSM"
"KBSM","388","Rb85","2.533661375","KBSM"
"KBSM","389","Rb85","0.880412427","KBSM"
"KBSM","390","Rb85","0.687335477","KBSM"
"KBSM","391","Rb85","0.932867207","KBSM"
"KBSM","392","Rb85","1.2260294015","KBSM"
"KBSM","393","Rb85","0.820295046","KBSM"
"KBSM","394","Rb85","0.37395511","KBSM"
"KBSM","395","Rb85","0.921541294","KBSM"
"KBSM","396","Rb85","0.833874965","KBSM"
"KBSM","397","Rb85","1.716196788","KBSM"
"KBSM","398","Rb85","0.577693089","KBSM"
"KBSM","399","Rb85","0.444218898","KBSM"
"KBSM","400","Rb85","1.064257403","KBSM"
"KBSM","402","Rb85","1.615299153","KBSM"
"KBSM","403","Rb85","1.67394587","KBSM"
"KBSM","404","Rb85","0.826049663","KBSM"
"KBSM","405","Rb85","0.926364831","KBSM"
"KBSM","406","Rb85","1.246308058","KBSM"
"KBSM","407","Rb85","1.30323832","KBSM"
"KBSM","408","Rb85","0.707911419","KBSM"
"KBSM","409","Rb85","1.524117268","KBSM"
"KBSM","410","Rb85","1.467817731","KBSM"
"KBSM","411","Rb85","0.5583694","KBSM"
"KBSM","412","Rb85","1.265875506","KBSM"
"KBSM","413","Rb85","*","KBSM"
"KBSM","414","Rb85","1.588838915","KBSM"
"KBSM","415","Rb85","1.071169134","KBSM"
"KBSM","416","Rb85","*","KBSM"
"KBSM","417","Rb85","1.224574503","KBSM"
"KBSM","418","Rb85","1.01950875","KBSM"
"KBSM","419","Rb85","1.64181392","KBSM"
"KBSM","420","Rb85","2.009400481","KBSM"
"KBSM","421","Rb85","1.205478437","KBSM"
"KBSM","422","Rb85","0.643811624","KBSM"
"KBSM","423","Rb85","1.251241533","KBSM"
"KBSM","424","Rb85","0.941780382","KBSM"
"KBSM","425","Rb85","1.059817945","KBSM"
"KBSM","426","Rb85","1.827382476","KBSM"
"KBSM","427","Rb85","0.48428101","KBSM"
"KBSM","428","Rb85","0.970742519","KBSM"
"KBSM","429","Rb85","0.94047735","KBSM"
"KBSM","431","Rb85","0.982197426","KBSM"
"KBSM","432","Rb85","0.857400487","KBSM"
"KBSM","433","Rb85","1.407279148","KBSM"
"KBSM","435","Rb85","0.97130421","KBSM"
"KBSM","436","Rb85","0.923057865","KBSM"
"KBSM","437","Rb85","*","KBSM"
"KBSM","438","Rb85","*","KBSM"
"KBSM","439","Rb85","0.446079975","KBSM"
"KBSM","440","Rb85","0.557001151","KBSM"
"KBSM","442","Rb85","1.177260164","KBSM"
"KBSM","443","Rb85","1.013026953","KBSM"
"KBSM","444","Rb85","0.87355695","KBSM"
"KBSM","445","Rb85","1.649340559","KBSM"
"KBSM","446","Rb85","0.229840748","KBSM"
"KBSM","447","Rb85","2.385720839","KBSM"
"KBSM","448","Rb85","0.756510768","KBSM"
"KBSM","449","Rb85","1.453393273","KBSM"
