"SITE","LINE","traits","Cu63","SITE2"
"CLMB","649","Cu63","*","CLMB"
"CLMB","652","Cu63","*","CLMB"
"CLMB","654","Cu63","11.78084296","CLMB"
"CLMB","655","Cu63","6.972314843","CLMB"
"CLMB","656","Cu63","11.24327532","CLMB"
"CLMB","657","Cu63","9.970188448","CLMB"
"CLMB","658","Cu63","9.853550582","CLMB"
"CLMB","660","Cu63","4.415188541","CLMB"
"CLMB","661","Cu63","8.055760535","CLMB"
"CLMB","663","Cu63","11.07925876","CLMB"
"CLMB","664","Cu63","4.618448049","CLMB"
"CLMB","666","Cu63","*","CLMB"
"CLMB","667","Cu63","5.375591762","CLMB"
"CLMB","668","Cu63","6.337222431","CLMB"
"CLMB","669","Cu63","6.326652962","CLMB"
"CLMB","670","Cu63","*","CLMB"
"CLMB","671","Cu63","9.809568758","CLMB"
"CLMB","672","Cu63","13.13919343","CLMB"
"CLMB","673","Cu63","3.324278302","CLMB"
"CLMB","674","Cu63","7.90397669","CLMB"
"CLMB","675","Cu63","11.39714425","CLMB"
"CLMB","677","Cu63","*","CLMB"
"CLMB","679","Cu63","*","CLMB"
"CLMB","680","Cu63","6.637412103","CLMB"
"CLMB","681","Cu63","9.906358993","CLMB"
"CLMB","682","Cu63","5.406541972","CLMB"
"CLMB","683","Cu63","13.53877287","CLMB"
"CLMB","684","Cu63","11.17012391","CLMB"
"CLMB","685","Cu63","10.93310127","CLMB"
"CLMB","686","Cu63","4.380741854","CLMB"
"CLMB","689","Cu63","3.033560647","CLMB"
"CLMB","690","Cu63","6.838661309","CLMB"
"CLMB","691","Cu63","10.81377766","CLMB"
"CLMB","692","Cu63","10.50081585","CLMB"
"CLMB","693","Cu63","12.38082004","CLMB"
"CLMB","694","Cu63","8.671407198","CLMB"
"CLMB","695","Cu63","9.211974228","CLMB"
"CLMB","696","Cu63","7.978797689","CLMB"
"CLMB","697","Cu63","12.10310675","CLMB"
"CLMB","698","Cu63","9.339856768","CLMB"
"CLMB","699","Cu63","9.271541669","CLMB"
"CLMB","700","Cu63","8.215665913","CLMB"
"CLMB","702","Cu63","7.008149376","CLMB"
"CLMB","703","Cu63","10.28704733","CLMB"
"CLMB","704","Cu63","8.402287073","CLMB"
"CLMB","705","Cu63","7.69589507","CLMB"
"CLMB","706","Cu63","10.66307074","CLMB"
"CLMB","707","Cu63","11.99855453","CLMB"
"CLMB","708","Cu63","*","CLMB"
"CLMB","710","Cu63","9.348340441","CLMB"
"CLMB","711","Cu63","6.64812683","CLMB"
"CLMB","712","Cu63","11.68950278","CLMB"
"CLMB","713","Cu63","5.823082052","CLMB"
"CLMB","714","Cu63","7.001307297","CLMB"
"CLMB","715","Cu63","4.13504929","CLMB"
"CLMB","716","Cu63","7.281727906","CLMB"
"CLMB","718","Cu63","11.43347498","CLMB"
"CLMB","719","Cu63","2.710761072","CLMB"
"CLMB","720","Cu63","7.174240871","CLMB"
"CLMB","721","Cu63","*","CLMB"
"CLMB","722","Cu63","7.193779932","CLMB"
"CLMB","723","Cu63","*","CLMB"
"CLMB","724","Cu63","8.212471255","CLMB"
"CLMB","725","Cu63","3.646480211","CLMB"
"CLMB","726","Cu63","6.311227758","CLMB"
"CLMB","729","Cu63","5.359683212","CLMB"
"CLMB","730","Cu63","4.613383201","CLMB"
"CLMB","731","Cu63","6.728370565","CLMB"
"CLMB","732","Cu63","*","CLMB"
"CLMB","733","Cu63","12.52404685","CLMB"
"CLMB","734","Cu63","7.569418918","CLMB"
"CLMB","735","Cu63","2.958176987","CLMB"
"CLMB","736","Cu63","*","CLMB"
"CLMB","737","Cu63","5.484835212","CLMB"
"CLMB","738","Cu63","6.752275497","CLMB"
"CLMB","739","Cu63","9.372749291","CLMB"
"CLMB","740","Cu63","7.588744801","CLMB"
"CLMB","742","Cu63","10.27096664","CLMB"
"CLMB","743","Cu63","7.719119718","CLMB"
"CLMB","744","Cu63","8.550505357","CLMB"
"CLMB","745","Cu63","9.212370176","CLMB"
"CLMB","746","Cu63","8.89792548","CLMB"
"CLMB","748","Cu63","9.791213187","CLMB"
"CLMB","749","Cu63","8.909767266","CLMB"
"CLMB","750","Cu63","10.47387212","CLMB"
"CLMB","751","Cu63","7.339594094","CLMB"
"CLMB","752","Cu63","12.34721345","CLMB"
"CLMB","753","Cu63","5.54069725","CLMB"
"CLMB","755","Cu63","9.058470104","CLMB"
"CLMB","756","Cu63","6.736777536","CLMB"
"CLMB","757","Cu63","7.683949059","CLMB"
"CLMB","758","Cu63","8.995610346","CLMB"
"CLMB","759","Cu63","5.000643467","CLMB"
"CLMB","760","Cu63","11.91535361","CLMB"
"CLMB","761","Cu63","7.718793004","CLMB"
"CLMB","762","Cu63","8.344013773","CLMB"
"CLMB","763","Cu63","*","CLMB"
"CLMB","764","Cu63","4.059230603","CLMB"
"CLMB","765","Cu63","8.302106132","CLMB"
"CLMB","766","Cu63","7.463718294","CLMB"
"CLMB","767","Cu63","9.21853799","CLMB"
"CLMB","768","Cu63","6.767759121","CLMB"
"CLMB","769","Cu63","*","CLMB"
"CLMB","770","Cu63","9.10883188","CLMB"
"CLMB","771","Cu63","6.042152438","CLMB"
"CLMB","772","Cu63","5.12900843","CLMB"
"CLMB","773","Cu63","9.961380595","CLMB"
"CLMB","774","Cu63","5.973127971","CLMB"
"CLMB","775","Cu63","7.944187669","CLMB"
"CLMB","776","Cu63","12.16895587","CLMB"
"CLMB","777","Cu63","9.393970421","CLMB"
"CLMB","778","Cu63","7.100155501","CLMB"
"CLMB","779","Cu63","8.239933465","CLMB"
"CLMB","780","Cu63","4.754592133","CLMB"
"CLMB","781","Cu63","5.488792166","CLMB"
"CLMB","782","Cu63","10.98870116","CLMB"
"CLMB","783","Cu63","8.376444475","CLMB"
"CLMB","784","Cu63","5.987319717","CLMB"
"CLMB","785","Cu63","3.965749847","CLMB"
"CLMB","786","Cu63","9.343497427","CLMB"
"CLMB","787","Cu63","5.61922809","CLMB"
"CLMB","788","Cu63","9.467383271","CLMB"
"CLMB","789","Cu63","2.55599701","CLMB"
"CLMB","790","Cu63","5.683343984","CLMB"
"CLMB","792","Cu63","12.64387966","CLMB"
"CLMB","794","Cu63","8.320773244","CLMB"
"CLMB","795","Cu63","7.412532547","CLMB"
"CLMB","796","Cu63","6.386449188","CLMB"
"CLMB","797","Cu63","9.005590832","CLMB"
"CLMB","799","Cu63","6.771929659","CLMB"
"CLMB","800","Cu63","10.65539924","CLMB"
"CLMB","801","Cu63","5.717425094","CLMB"
"CLMB","802","Cu63","8.364885253","CLMB"
"CLMB","803","Cu63","7.567322435","CLMB"
"CLMB","804","Cu63","3.819859738","CLMB"
"CLMB","805","Cu63","8.728533734","CLMB"
"CLMB","806","Cu63","9.907935064","CLMB"
"CLMB","808","Cu63","*","CLMB"
"CLMB","809","Cu63","4.05804652","CLMB"
"CLMB","810","Cu63","6.826711805","CLMB"
"CLMB","811","Cu63","5.460085227","CLMB"
"CLMB","812","Cu63","10.89404638","CLMB"
"CLMB","813","Cu63","*","CLMB"
"CLMB","814","Cu63","8.149639112","CLMB"
"CLMB","815","Cu63","5.414424981","CLMB"
"CLMB","816","Cu63","4.935857527","CLMB"
"CLMB","817","Cu63","11.05058783","CLMB"
"CLMB","818","Cu63","8.650024567","CLMB"
"CLMB","819","Cu63","5.226735899","CLMB"
"CLMB","820","Cu63","10.18442076","CLMB"
"CLMB","821","Cu63","4.661771823","CLMB"
"CLMB","822","Cu63","3.51070554","CLMB"
"CLMB","823","Cu63","*","CLMB"
"CLMB","824","Cu63","*","CLMB"
"CLMB","825","Cu63","*","CLMB"
"KBSM","1","Cu63","3.584533204","KBSM"
"KBSM","2","Cu63","4.904429076","KBSM"
"KBSM","3","Cu63","4.649374228","KBSM"
"KBSM","4","Cu63","5.391987012","KBSM"
"KBSM","5","Cu63","4.665953524","KBSM"
"KBSM","7","Cu63","4.152290989","KBSM"
"KBSM","8","Cu63","2.578815248","KBSM"
"KBSM","9","Cu63","3.903781825","KBSM"
"KBSM","10","Cu63","5.624464211","KBSM"
"KBSM","11","Cu63","3.510920323","KBSM"
"KBSM","12","Cu63","3.489468681","KBSM"
"KBSM","13","Cu63","*","KBSM"
"KBSM","14","Cu63","3.552814164","KBSM"
"KBSM","15","Cu63","3.424843062","KBSM"
"KBSM","16","Cu63","*","KBSM"
"KBSM","17","Cu63","2.870444081","KBSM"
"KBSM","18","Cu63","3.570877128","KBSM"
"KBSM","19","Cu63","5.180842659","KBSM"
"KBSM","20","Cu63","3.779555622","KBSM"
"KBSM","21","Cu63","*","KBSM"
"KBSM","22","Cu63","3.573766846","KBSM"
"KBSM","23","Cu63","3.097966727","KBSM"
"KBSM","24","Cu63","*","KBSM"
"KBSM","25","Cu63","3.889767481","KBSM"
"KBSM","26","Cu63","3.907901055","KBSM"
"KBSM","27","Cu63","*","KBSM"
"KBSM","28","Cu63","3.39483547","KBSM"
"KBSM","29","Cu63","4.665684047","KBSM"
"KBSM","30","Cu63","2.886961752","KBSM"
"KBSM","31","Cu63","2.687198649","KBSM"
"KBSM","32","Cu63","3.323823982","KBSM"
"KBSM","33","Cu63","5.223655344","KBSM"
"KBSM","34","Cu63","3.014404125","KBSM"
"KBSM","35","Cu63","3.737051881","KBSM"
"KBSM","36","Cu63","2.872003774","KBSM"
"KBSM","37","Cu63","4.223512082","KBSM"
"KBSM","38","Cu63","3.873944238","KBSM"
"KBSM","39","Cu63","3.707390682","KBSM"
"KBSM","40","Cu63","4.272869269","KBSM"
"KBSM","41","Cu63","5.22524405","KBSM"
"KBSM","42","Cu63","5.315181873","KBSM"
"KBSM","43","Cu63","4.698641472","KBSM"
"KBSM","44","Cu63","2.46695822","KBSM"
"KBSM","46","Cu63","4.476890353","KBSM"
"KBSM","48","Cu63","4.322572367","KBSM"
"KBSM","49","Cu63","*","KBSM"
"KBSM","50","Cu63","*","KBSM"
"KBSM","52","Cu63","4.217802303","KBSM"
"KBSM","53","Cu63","4.100890979","KBSM"
"KBSM","54","Cu63","4.151664403","KBSM"
"KBSM","55","Cu63","4.574944788","KBSM"
"KBSM","56","Cu63","3.500686231","KBSM"
"KBSM","57","Cu63","2.79848926","KBSM"
"KBSM","58","Cu63","*","KBSM"
"KBSM","59","Cu63","*","KBSM"
"KBSM","60","Cu63","*","KBSM"
"KBSM","61","Cu63","3.692881008","KBSM"
"KBSM","62","Cu63","5.668150383","KBSM"
"KBSM","63","Cu63","*","KBSM"
"KBSM","64","Cu63","3.17244346","KBSM"
"KBSM","65","Cu63","5.71344311","KBSM"
"KBSM","66","Cu63","2.087417039","KBSM"
"KBSM","67","Cu63","2.600881168","KBSM"
"KBSM","68","Cu63","4.018675156","KBSM"
"KBSM","69","Cu63","2.38116855","KBSM"
"KBSM","70","Cu63","3.309428614","KBSM"
"KBSM","72","Cu63","3.300271753","KBSM"
"KBSM","73","Cu63","3.72578762","KBSM"
"KBSM","74","Cu63","3.196128914","KBSM"
"KBSM","75","Cu63","*","KBSM"
"KBSM","76","Cu63","*","KBSM"
"KBSM","77","Cu63","*","KBSM"
"KBSM","78","Cu63","3.493267528","KBSM"
"KBSM","79","Cu63","3.237790153","KBSM"
"KBSM","80","Cu63","3.915689909","KBSM"
"KBSM","81","Cu63","4.321718447","KBSM"
"KBSM","83","Cu63","5.031620717","KBSM"
"KBSM","84","Cu63","*","KBSM"
"KBSM","85","Cu63","4.084023957","KBSM"
"KBSM","86","Cu63","4.813469231","KBSM"
"KBSM","87","Cu63","3.979193819","KBSM"
"KBSM","88","Cu63","4.287058414","KBSM"
"KBSM","89","Cu63","3.798022417","KBSM"
"KBSM","90","Cu63","4.228918571","KBSM"
"KBSM","91","Cu63","4.120130801","KBSM"
"KBSM","93","Cu63","5.852944615","KBSM"
"KBSM","94","Cu63","4.175213107","KBSM"
"KBSM","95","Cu63","2.290324175","KBSM"
"KBSM","96","Cu63","7.288324259","KBSM"
"KBSM","97","Cu63","3.448450436","KBSM"
"KBSM","99","Cu63","3.446329664","KBSM"
"KBSM","100","Cu63","2.680625916","KBSM"
"KBSM","101","Cu63","4.619888864","KBSM"
"KBSM","102","Cu63","*","KBSM"
"KBSM","103","Cu63","3.655994355","KBSM"
"KBSM","104","Cu63","3.242076716","KBSM"
"KBSM","105","Cu63","4.640416674","KBSM"
"KBSM","106","Cu63","3.655494253","KBSM"
"KBSM","107","Cu63","3.044603127","KBSM"
"KBSM","110","Cu63","3.060270552","KBSM"
"KBSM","111","Cu63","6.872959802","KBSM"
"KBSM","112","Cu63","3.818876738","KBSM"
"KBSM","113","Cu63","*","KBSM"
"KBSM","114","Cu63","2.536602756","KBSM"
"KBSM","115","Cu63","2.260888494","KBSM"
"KBSM","116","Cu63","4.03397949","KBSM"
"KBSM","117","Cu63","4.969219338","KBSM"
"KBSM","118","Cu63","2.516210212","KBSM"
"KBSM","119","Cu63","3.598321076","KBSM"
"KBSM","120","Cu63","*","KBSM"
"KBSM","122","Cu63","5.449306911","KBSM"
"KBSM","123","Cu63","4.134110948","KBSM"
"KBSM","125","Cu63","3.668199048","KBSM"
"KBSM","126","Cu63","4.666184185","KBSM"
"KBSM","127","Cu63","2.926285059","KBSM"
"KBSM","128","Cu63","3.832991254","KBSM"
"KBSM","130","Cu63","3.405569904","KBSM"
"KBSM","131","Cu63","2.958496202","KBSM"
"KBSM","132","Cu63","3.754798102","KBSM"
"KBSM","134","Cu63","2.196701489","KBSM"
"KBSM","135","Cu63","3.759559352","KBSM"
"KBSM","136","Cu63","2.768695267","KBSM"
"KBSM","137","Cu63","3.6943818","KBSM"
"KBSM","138","Cu63","*","KBSM"
"KBSM","139","Cu63","4.130050491","KBSM"
"KBSM","142","Cu63","3.253423503","KBSM"
"KBSM","143","Cu63","3.056895155","KBSM"
"KBSM","144","Cu63","2.965888015","KBSM"
"KBSM","145","Cu63","5.232609049","KBSM"
"KBSM","146","Cu63","*","KBSM"
"KBSM","147","Cu63","3.097332172","KBSM"
"KBSM","148","Cu63","5.137533165","KBSM"
"KBSM","150","Cu63","3.19565374","KBSM"
"KBSM","151","Cu63","4.129365172","KBSM"
"KBSM","152","Cu63","4.543681333","KBSM"
"KBSM","153","Cu63","3.639614455","KBSM"
"KBSM","154","Cu63","2.841316942","KBSM"
"KBSM","155","Cu63","5.592106942","KBSM"
"KBSM","156","Cu63","4.067591911","KBSM"
"KBSM","157","Cu63","4.208562716","KBSM"
"KBSM","158","Cu63","5.432812892","KBSM"
"KBSM","159","Cu63","5.214987443","KBSM"
"KBSM","161","Cu63","4.234095971","KBSM"
"KBSM","163","Cu63","3.215914081","KBSM"
"KBSM","164","Cu63","3.007869955","KBSM"
"KBSM","166","Cu63","2.879573757","KBSM"
"KBSM","167","Cu63","3.190815363","KBSM"
"KBSM","168","Cu63","4.624421763","KBSM"
"KBSM","169","Cu63","*","KBSM"
"KBSM","170","Cu63","4.112016966","KBSM"
"KBSM","171","Cu63","6.972963743","KBSM"
"KBSM","172","Cu63","2.628268438","KBSM"
"KBSM","173","Cu63","2.873548418","KBSM"
"KBSM","174","Cu63","3.264129336","KBSM"
"KBSM","175","Cu63","3.06261164","KBSM"
"KBSM","176","Cu63","2.926182994","KBSM"
"KBSM","177","Cu63","3.469399935","KBSM"
"KBSM","178","Cu63","3.653151104","KBSM"
"KBSM","180","Cu63","*","KBSM"
"KBSM","181","Cu63","*","KBSM"
"KBSM","182","Cu63","2.958573829","KBSM"
"KBSM","184","Cu63","3.23033501","KBSM"
"KBSM","185","Cu63","3.100177871","KBSM"
"KBSM","186","Cu63","*","KBSM"
"KBSM","187","Cu63","4.596205675","KBSM"
"KBSM","188","Cu63","2.999221459","KBSM"
"KBSM","189","Cu63","2.144292923","KBSM"
"KBSM","190","Cu63","3.045478037","KBSM"
"KBSM","191","Cu63","3.853382422","KBSM"
"KBSM","192","Cu63","*","KBSM"
"KBSM","193","Cu63","3.088898722","KBSM"
"KBSM","194","Cu63","3.811523224","KBSM"
"KBSM","195","Cu63","4.574998049","KBSM"
"KBSM","196","Cu63","2.155516017","KBSM"
"KBSM","197","Cu63","3.534889893","KBSM"
"KBSM","198","Cu63","3.200481877","KBSM"
"KBSM","199","Cu63","6.583768985","KBSM"
"KBSM","200","Cu63","2.116313573","KBSM"
"KBSM","201","Cu63","3.316544431","KBSM"
"KBSM","203","Cu63","3.729472882","KBSM"
"KBSM","204","Cu63","6.602460505","KBSM"
"KBSM","205","Cu63","3.505987336","KBSM"
"KBSM","207","Cu63","2.590973821","KBSM"
"KBSM","208","Cu63","3.638238304","KBSM"
"KBSM","209","Cu63","*","KBSM"
"KBSM","210","Cu63","3.249572869","KBSM"
"KBSM","211","Cu63","*","KBSM"
"KBSM","212","Cu63","*","KBSM"
"KBSM","213","Cu63","2.734320679","KBSM"
"KBSM","214","Cu63","2.431027811","KBSM"
"KBSM","215","Cu63","4.573950623","KBSM"
"KBSM","216","Cu63","3.367216329","KBSM"
"KBSM","217","Cu63","4.269386473","KBSM"
"KBSM","218","Cu63","3.587030194","KBSM"
"KBSM","219","Cu63","*","KBSM"
"KBSM","220","Cu63","*","KBSM"
"KBSM","221","Cu63","4.380080918","KBSM"
"KBSM","222","Cu63","2.509613526","KBSM"
"KBSM","223","Cu63","3.536733642","KBSM"
"KBSM","224","Cu63","3.407088455","KBSM"
"KBSM","225","Cu63","*","KBSM"
"KBSM","226","Cu63","3.666948201","KBSM"
"KBSM","227","Cu63","3.733181339","KBSM"
"KBSM","228","Cu63","3.225259151","KBSM"
"KBSM","229","Cu63","3.89379804","KBSM"
"KBSM","230","Cu63","6.431324675","KBSM"
"KBSM","231","Cu63","*","KBSM"
"KBSM","232","Cu63","3.823226902","KBSM"
"KBSM","233","Cu63","*","KBSM"
"KBSM","234","Cu63","3.028185893","KBSM"
"KBSM","235","Cu63","5.564882073","KBSM"
"KBSM","236","Cu63","4.148880092","KBSM"
"KBSM","237","Cu63","3.79547927","KBSM"
"KBSM","238","Cu63","*","KBSM"
"KBSM","239","Cu63","3.639045026","KBSM"
"KBSM","240","Cu63","*","KBSM"
"KBSM","241","Cu63","*","KBSM"
"KBSM","242","Cu63","2.92414553","KBSM"
"KBSM","243","Cu63","5.201444051","KBSM"
"KBSM","244","Cu63","3.779176884","KBSM"
"KBSM","245","Cu63","2.258693586","KBSM"
"KBSM","246","Cu63","4.696106781","KBSM"
"KBSM","247","Cu63","4.857496059","KBSM"
"KBSM","248","Cu63","5.271923464","KBSM"
"KBSM","249","Cu63","3.039438831","KBSM"
"KBSM","250","Cu63","3.551098167","KBSM"
"KBSM","251","Cu63","3.632424964","KBSM"
"KBSM","252","Cu63","4.453607041","KBSM"
"KBSM","253","Cu63","*","KBSM"
"KBSM","254","Cu63","3.977908599","KBSM"
"KBSM","255","Cu63","5.054971555","KBSM"
"KBSM","256","Cu63","4.222700827","KBSM"
"KBSM","257","Cu63","3.024543315","KBSM"
"KBSM","258","Cu63","5.19117243","KBSM"
"KBSM","259","Cu63","5.258053737","KBSM"
"KBSM","260","Cu63","3.047101544","KBSM"
"KBSM","261","Cu63","*","KBSM"
"KBSM","262","Cu63","*","KBSM"
"KBSM","263","Cu63","3.828162791","KBSM"
"KBSM","264","Cu63","4.775154336","KBSM"
"KBSM","265","Cu63","4.252221438","KBSM"
"KBSM","267","Cu63","4.210985537","KBSM"
"KBSM","268","Cu63","2.948073931","KBSM"
"KBSM","269","Cu63","*","KBSM"
"KBSM","270","Cu63","2.3479968","KBSM"
"KBSM","271","Cu63","*","KBSM"
"KBSM","272","Cu63","5.108245293","KBSM"
"KBSM","273","Cu63","3.244417429","KBSM"
"KBSM","274","Cu63","4.591154034","KBSM"
"KBSM","275","Cu63","3.979573888","KBSM"
"KBSM","276","Cu63","4.798153285","KBSM"
"KBSM","277","Cu63","4.12046212","KBSM"
"KBSM","278","Cu63","*","KBSM"
"KBSM","279","Cu63","3.260434251","KBSM"
"KBSM","281","Cu63","4.178908351","KBSM"
"KBSM","282","Cu63","*","KBSM"
"KBSM","283","Cu63","4.099118161","KBSM"
"KBSM","284","Cu63","4.504421513","KBSM"
"KBSM","285","Cu63","3.340023355","KBSM"
"KBSM","286","Cu63","3.799632854","KBSM"
"KBSM","287","Cu63","5.716947789","KBSM"
"KBSM","288","Cu63","*","KBSM"
"KBSM","289","Cu63","3.654104486","KBSM"
"KBSM","290","Cu63","*","KBSM"
"KBSM","292","Cu63","3.673446933","KBSM"
"KBSM","293","Cu63","3.548765194","KBSM"
"KBSM","294","Cu63","4.78350841","KBSM"
"KBSM","296","Cu63","2.939950737","KBSM"
"KBSM","297","Cu63","5.542133078","KBSM"
"KBSM","298","Cu63","3.30744691","KBSM"
"KBSM","299","Cu63","3.897868646","KBSM"
"KBSM","300","Cu63","2.99137292","KBSM"
"KBSM","301","Cu63","3.337927364","KBSM"
"KBSM","302","Cu63","4.038313457","KBSM"
"KBSM","303","Cu63","2.563468444","KBSM"
"KBSM","304","Cu63","3.470709619","KBSM"
"KBSM","305","Cu63","2.995603705","KBSM"
"KBSM","306","Cu63","4.644076464","KBSM"
"KBSM","307","Cu63","4.140347819","KBSM"
"KBSM","308","Cu63","4.446048056","KBSM"
"KBSM","310","Cu63","4.656326888","KBSM"
"KBSM","311","Cu63","*","KBSM"
"KBSM","312","Cu63","2.283222854","KBSM"
"KBSM","313","Cu63","2.304738283","KBSM"
"KBSM","314","Cu63","5.023722551","KBSM"
"KBSM","315","Cu63","4.51130108","KBSM"
"KBSM","317","Cu63","3.447055049","KBSM"
"KBSM","318","Cu63","5.538131381","KBSM"
"KBSM","319","Cu63","*","KBSM"
"KBSM","320","Cu63","2.340327317","KBSM"
"KBSM","322","Cu63","3.149079786","KBSM"
"KBSM","323","Cu63","3.659522549","KBSM"
"KBSM","324","Cu63","5.64597788","KBSM"
"KBSM","325","Cu63","4.890859131","KBSM"
"KBSM","326","Cu63","2.860529801","KBSM"
"KBSM","328","Cu63","3.468110792","KBSM"
"KBSM","330","Cu63","4.588585418","KBSM"
"KBSM","332","Cu63","4.566154338","KBSM"
"KBSM","333","Cu63","2.105625936","KBSM"
"KBSM","334","Cu63","3.64490064","KBSM"
"KBSM","335","Cu63","2.766604808","KBSM"
"KBSM","336","Cu63","5.366513026","KBSM"
"KBSM","337","Cu63","5.236928972","KBSM"
"KBSM","338","Cu63","3.843724687","KBSM"
"KBSM","339","Cu63","3.54086161","KBSM"
"KBSM","340","Cu63","*","KBSM"
"KBSM","341","Cu63","2.768615547","KBSM"
"KBSM","342","Cu63","3.716892954","KBSM"
"KBSM","343","Cu63","3.076524601","KBSM"
"KBSM","345","Cu63","6.630587878","KBSM"
"KBSM","346","Cu63","3.650366757","KBSM"
"KBSM","347","Cu63","2.36710937","KBSM"
"KBSM","349","Cu63","4.157079204","KBSM"
"KBSM","350","Cu63","3.87892791","KBSM"
"KBSM","352","Cu63","3.351190411","KBSM"
"KBSM","353","Cu63","4.047732858","KBSM"
"KBSM","354","Cu63","3.87376995","KBSM"
"KBSM","356","Cu63","2.300117777","KBSM"
"KBSM","358","Cu63","3.40011566","KBSM"
"KBSM","359","Cu63","3.862249896","KBSM"
"KBSM","360","Cu63","2.338713319","KBSM"
"KBSM","361","Cu63","2.712611052","KBSM"
"KBSM","363","Cu63","3.29821066","KBSM"
"KBSM","364","Cu63","4.168112202","KBSM"
"KBSM","365","Cu63","3.377670954","KBSM"
"KBSM","366","Cu63","5.377098547","KBSM"
"KBSM","367","Cu63","3.830044745","KBSM"
"KBSM","368","Cu63","*","KBSM"
"KBSM","369","Cu63","4.282310044","KBSM"
"KBSM","370","Cu63","4.300391979","KBSM"
"KBSM","371","Cu63","4.494794314","KBSM"
"KBSM","372","Cu63","3.28537757","KBSM"
"KBSM","373","Cu63","3.22238629","KBSM"
"KBSM","374","Cu63","3.668809658","KBSM"
"KBSM","375","Cu63","3.323295248","KBSM"
"KBSM","377","Cu63","*","KBSM"
"KBSM","378","Cu63","3.385246022","KBSM"
"KBSM","379","Cu63","3.713090436","KBSM"
"KBSM","380","Cu63","5.193807029","KBSM"
"KBSM","381","Cu63","4.834441492","KBSM"
"KBSM","382","Cu63","4.644852682","KBSM"
"KBSM","383","Cu63","4.739977653","KBSM"
"KBSM","384","Cu63","5.743765117","KBSM"
"KBSM","386","Cu63","3.015373554","KBSM"
"KBSM","388","Cu63","2.676162523","KBSM"
"KBSM","389","Cu63","2.15034234","KBSM"
"KBSM","390","Cu63","2.674209464","KBSM"
"KBSM","391","Cu63","5.852321041","KBSM"
"KBSM","392","Cu63","5.609358058","KBSM"
"KBSM","393","Cu63","3.41788979","KBSM"
"KBSM","394","Cu63","5.010295939","KBSM"
"KBSM","395","Cu63","4.662922371","KBSM"
"KBSM","396","Cu63","2.466061687","KBSM"
"KBSM","397","Cu63","4.010021937","KBSM"
"KBSM","398","Cu63","2.597319738","KBSM"
"KBSM","399","Cu63","3.080590674","KBSM"
"KBSM","400","Cu63","3.386556076","KBSM"
"KBSM","402","Cu63","4.345389615","KBSM"
"KBSM","403","Cu63","4.425500545","KBSM"
"KBSM","404","Cu63","2.708101964","KBSM"
"KBSM","405","Cu63","5.556757557","KBSM"
"KBSM","406","Cu63","3.200682871","KBSM"
"KBSM","407","Cu63","5.353962393","KBSM"
"KBSM","408","Cu63","3.942161972","KBSM"
"KBSM","409","Cu63","4.845059337","KBSM"
"KBSM","410","Cu63","3.872815727","KBSM"
"KBSM","411","Cu63","3.982361377","KBSM"
"KBSM","412","Cu63","2.583373841","KBSM"
"KBSM","413","Cu63","*","KBSM"
"KBSM","414","Cu63","4.059617871","KBSM"
"KBSM","415","Cu63","2.983009883","KBSM"
"KBSM","416","Cu63","*","KBSM"
"KBSM","417","Cu63","4.537069403","KBSM"
"KBSM","418","Cu63","4.279534435","KBSM"
"KBSM","419","Cu63","4.42318547","KBSM"
"KBSM","420","Cu63","4.059978759","KBSM"
"KBSM","421","Cu63","4.191725469","KBSM"
"KBSM","422","Cu63","4.52267099","KBSM"
"KBSM","423","Cu63","3.721734493","KBSM"
"KBSM","424","Cu63","2.326403008","KBSM"
"KBSM","425","Cu63","4.166360363","KBSM"
"KBSM","426","Cu63","5.153288105","KBSM"
"KBSM","427","Cu63","3.968558939","KBSM"
"KBSM","428","Cu63","4.656632861","KBSM"
"KBSM","429","Cu63","6.147932013","KBSM"
"KBSM","431","Cu63","3.780871857","KBSM"
"KBSM","432","Cu63","3.062194185","KBSM"
"KBSM","433","Cu63","4.507590978","KBSM"
"KBSM","435","Cu63","2.916592746","KBSM"
"KBSM","436","Cu63","3.963143121","KBSM"
"KBSM","437","Cu63","*","KBSM"
"KBSM","438","Cu63","*","KBSM"
"KBSM","439","Cu63","3.181756109","KBSM"
"KBSM","440","Cu63","2.846112995","KBSM"
"KBSM","442","Cu63","4.258951796","KBSM"
"KBSM","443","Cu63","3.582287798","KBSM"
"KBSM","444","Cu63","2.936721251","KBSM"
"KBSM","445","Cu63","2.822326253","KBSM"
"KBSM","446","Cu63","2.893180634","KBSM"
"KBSM","447","Cu63","4.92358523","KBSM"
"KBSM","448","Cu63","4.381795495","KBSM"
"KBSM","449","Cu63","4.966111509","KBSM"
"KBSM","450","Cu63","2.825360931","KBSM"
"KBSM","451","Cu63","4.216951924","KBSM"
"KBSM","452","Cu63","3.939948429","KBSM"
"KBSM","453","Cu63","3.224609827","KBSM"
"KBSM","454","Cu63","*","KBSM"
"KBSM","455","Cu63","4.115765466","KBSM"
"KBSM","456","Cu63","2.992798174","KBSM"
"KBSM","458","Cu63","5.63995344","KBSM"
"KBSM","459","Cu63","4.314078455","KBSM"
"KBSM","460","Cu63","2.952501044","KBSM"
"KBSM","461","Cu63","2.838074485","KBSM"
"KBSM","462","Cu63","2.979509006","KBSM"
"KBSM","463","Cu63","4.060361242","KBSM"
