"SITE","LINE","B","Na","Mg","Al","P","K","Ca","Mn","Fe","Co","Cu","Zn","As","Se","Rb","Sr","Mo","Cd"
"MI","458",3.078055305,4.91396289,1508.536095,37.86085137,301.6440064,20471.72857,1270.026566,64.43811259,33.6188345,NA,5.63995344,13.50740169,0.010407185,5.64e-05,0.525407887,4.113907151,0.041579009,0.04412157
"MI","459",2.893423462,8.64725775,2046.487322,43.24814827,368.6165015,28760.69083,1919.162518,59.1507853,27.07938454,0.03879297,4.314078455,NA,0.008290272,NA,0.647024448,4.407533139,0.023996793,NA
"MI","46",2.967468488,8.409807009,1502.561759,36.53047538,319.335382,77980.60511,1290.11119,47.36332432,29.66023958,0.03427518,4.476890353,5.535710397,0.009460566,NA,1.14751787,3.248507911,0.056170033,0.056221091
"MI","460",5.45602901,8.320189523,1056.708547,30.69142793,187.1201946,14732.66917,1203.634025,33.88596728,20.4601403,0.028022026,2.952501044,6.414792727,0.005962048,NA,0.326943106,3.244797052,0.020996516,0.01799372
"MI","461",2.710794881,NA,1175.772465,46.71496451,186.744482,45052.51998,1267.648715,55.18895879,26.39220182,0.023220432,2.838074485,3.472153206,NA,NA,0.609805741,3.237547146,0.027045014,0.040690594
"MI","462",4.386321549,7.519944497,1701.898224,56.55444119,257.2515343,22025.82639,1407.312076,45.37944233,29.59698972,0.019942661,2.979509006,4.7812659,0.020046754,NA,0.602859867,4.850216908,0.044371266,0.063206384
"MI","463",1.765788396,9.19398435,1260.55644,26.86206985,252.2741157,40054.30755,1751.437041,54.12028886,24.05802617,0.041746323,4.060361242,NA,0.00886417,NA,1.788915727,3.837046966,0.025917281,0.033423928
"MI","464",4.338910238,9.011188449,1563.380457,22.0839797,213.9637209,40366.98564,867.0082084,37.92917432,17.36503542,0.018979225,3.344881896,7.733260414,0.004274441,NA,0.841674016,2.368223025,0.02297027,0.008922446
"MI","465",5.7308413305,12.657732902,1242.3569275,35.018774435,258.93634415,90038.841405,1678.943286,34.99704206,24.279245545,0.028122436,2.7090370485,9.905840181,0.008222294,NA,1.2095502365,3.5995132465,0.0361963075,0.0171977445
"MI","466",2.830007374,NA,1391.183409,67.23775128,274.0312185,103938.9868,1558.634353,28.29689055,36.9602158,0.025284994,3.477100794,5.456149959,0.021263542,NA,2.260098678,4.473970104,0.036598648,0.022114531
"MI","467",2.970408212,7.167711801,1054.980722,42.45619548,187.3557372,37119.98671,1024.5254,49.73277177,28.79779091,0.022375612,4.194761478,5.25566004,0.009455318,NA,0.351488164,2.959712147,0.034084949,0.017267772
"MI","468",2.767884144,18.60940176,1314.924705,38.45565028,312.1896001,55706.29651,1354.3484,32.68678958,29.08345609,0.018007226,2.75697986,3.833022306,NA,0.000515222,0.997256797,3.585791353,0.027895824,0.014663926
"MI","469",5.682032787,11.17900265,1099.174228,30.69623924,206.810294,32700.24576,2449.168226,52.77879632,23.18308986,0.052642663,3.015386952,NA,0.007295562,0.004229594,0.746618273,3.250306398,0.02315543,0.018483284
"MI","470",2.603169451,24.60731903,1467.878848,44.27775281,220.3511814,46279.9658,1617.875496,77.23452367,26.33406901,0.047772789,2.863890585,4.651598997,0.009832657,NA,1.098534322,5.362790912,0.021219288,0.05942939
"MI","471",3.464081225,10.78171654,1354.285443,57.49133199,235.1178377,52576.46934,1507.012772,62.69073567,31.57015862,0.027953874,2.899571089,5.996916444,0.011815495,NA,0.898777939,4.689512494,0.025433845,0.059411091
"MI","472",2.752889667,7.729028682,1065.063912,57.91173117,203.3189361,38590.64037,1958.532836,59.91352346,39.1489658,0.025521436,3.909836979,4.622336758,0.018065254,NA,0.601703661,5.124538933,0.024537269,0.024906503
"MI","473",1.110192368,11.39542583,2155.72568,27.30217315,440.3052622,60701.79746,1069.346828,40.13664483,23.59868589,0.028745729,3.616690522,6.069337129,0.007892906,NA,1.566946012,3.437965808,0.039133371,0.03450641
"MI","475",NA,NA,1719.863108,NA,480.5807682,80072.68236,2346.210559,57.54850634,18.05710546,0.045854452,4.794597741,NA,NA,NA,1.73794592,5.637259386,NA,NA
"MI","476",3.606146033,6.751724979,1347.995264,40.8368987,426.3361158,66007.01608,1706.109794,51.22925489,35.84171562,0.036421042,5.825613869,9.388177532,0.01334616,NA,0.937794072,4.253833366,0.049064384,0.057830515
"MI","477",2.017108269,7.634704781,1570.916162,34.65394908,521.8750829,47763.08449,1272.833951,35.51347706,32.88009723,0.032027096,4.638298349,5.676241559,0.010080713,NA,0.979593186,4.254779408,0.035584668,0.015693698
"MI","479",2.63994824,5.776583098,1517.269935,38.00071366,269.548738,37351.832,1642.779707,51.83094966,38.75617114,0.041456447,4.919115509,4.926808277,0.012204918,NA,0.538768954,4.044295614,0.040373632,0.05277757
"MI","48",4.226838336,7.66471576,1433.554319,47.63541283,224.8423125,38632.7055,1309.125918,61.30146818,27.1894975,0.029215507,4.322572367,7.935762816,0.010876188,NA,0.736217697,4.405132515,0.036741867,0.019616587
"MI","480",4.565128466,13.66299699,1503.963229,39.01619618,213.0677447,27083.05009,2329.460788,48.7247674,22.53147771,0.042548936,2.665467775,NA,0.010711533,0.006234968,0.626832338,3.870645232,0.0227923,0.038220675
"MI","483",2.171314573,5.185056102,857.417996,44.03561888,290.0411101,54541.60791,1180.460782,39.16550821,26.46922169,0.022199287,2.687736155,4.60425727,0.006435497,NA,0.789399914,2.754043346,0.028482497,0.027582417
"MI","484",6.615701546,11.72483439,957.0869246,39.56848286,342.635626,50015.27463,1070.00665,32.6622722,32.57928678,0.032994203,3.167164851,9.486368799,0.007913264,0.009596044,0.776797424,2.47708598,0.029336933,0.011142259
"MI","485",2.125114005,NA,1527.050772,38.70943048,322.6305014,120589.8431,1511.288995,25.51601973,26.06927053,0.034212073,3.111303027,3.417113294,0.010325791,0.001356909,2.404250862,4.194616948,0.044019306,0.029576106
"MI","487",3.584915647,6.821668953,1247.387632,56.54431898,429.6142892,55570.4157,1231.130245,51.76657187,46.13542139,0.030033738,3.609060694,9.689717166,NA,NA,0.877581185,3.262366487,0.044856392,0.060742245
"MI","488",3.476507286,8.26792582,1288.159234,43.62685899,330.7302517,35709.33998,1267.715621,36.35271137,31.39222828,0.036486721,4.772314872,5.378180505,0.011179692,NA,0.664521543,4.276832175,0.046289094,0.013818759
"MI","489",3.175964361,8.890329706,1452.523395,48.81986344,282.9585937,38977.13506,973.7681203,30.62494764,39.55297818,NA,4.557247469,5.586341447,0.011232024,NA,0.95730635,3.413119746,0.051445725,0.022953861
"MI","491",2.645355884,6.427044292,1458.338904,34.44884015,274.8140762,42201.63867,1314.515651,34.13473384,23.44598434,0.027900775,3.909027937,5.669282633,0.006715248,NA,1.037387388,4.590256281,0.029551037,0.016791586
"MI","492",3.039042872,6.559498698,995.969655,63.8954252,276.2106358,73033.70108,1454.810023,49.98037168,31.80881809,0.022767298,2.778083776,7.34392779,0.01067228,NA,1.687496071,3.997551691,0.037392805,0.024879307
"MI","493",4.443790553,20.97375588,929.3075277,63.63767687,373.4247416,79904.71261,1446.631303,46.08440958,40.41929164,0.037131492,4.564932136,6.463549908,NA,NA,1.920034057,4.177282839,0.039057454,0.051904881
"MI","494",1.318618717,8.230108286,1199.211466,52.67394823,513.5197293,86710.66553,1606.56789,55.99866958,38.35771527,0.028474532,5.396308554,7.617765636,0.012142894,NA,1.541773271,3.729281023,0.053320852,0.018902294
"MI","495",2.593550456,6.84759931,1771.280147,35.3318568,171.5490518,68563.42605,1945.496852,45.10670372,29.61720908,0.034642203,3.506185422,3.002622414,0.008781125,NA,0.757869521,5.225471999,0.031175182,0.018723172
"MI","496",2.352147734,9.074981094,1309.254454,48.59730382,410.5118213,101210.6139,891.910799,37.05208903,32.43288666,0.035285303,4.824847006,9.390732708,0.006762286,NA,1.649518748,2.612443495,0.034718879,0.056204812
"MI","497",3.578671634,6.649239816,1255.422681,39.46435662,270.0973607,24152.63253,1267.963904,36.01479802,30.61632539,0.037570784,3.089846963,3.702547264,0.009932874,NA,0.508525057,4.684191181,0.042916815,0.021838613
"MI","498",2.434730194,18.28759871,1178.398376,78.96743696,438.0311849,70482.42593,1721.670266,62.40977217,34.60990921,0.023151534,4.025984195,5.919844748,0.011529244,NA,1.564851564,4.576650403,0.041626342,0.019459766
"MI","5",2.055928075,11.58194138,1114.680287,31.69347365,259.4379947,60898.20911,999.8367212,41.54419902,21.93597654,0.026520652,4.665953524,5.713467986,0.007557898,NA,1.295917498,3.110041164,0.021324305,0.039607612
"MI","500",3.068870662,8.206753646,1603.468972,49.73243025,334.7459362,49396.73849,1288.152057,37.09412508,34.09626077,0.028982121,4.005435136,6.232565195,0.009934065,NA,0.91281261,3.030977256,0.033793115,0.039529968
"MI","501",4.906962055,9.008919473,1246.685411,25.03079096,182.2831913,16691.84387,1017.600372,31.04077827,18.1700627,0.019140192,2.706371392,5.306918364,0.005712579,0.002534557,0.28697424,2.56621195,0.018148436,0.027566
"MI","502",2.231240241,7.976795085,1979.417567,33.57300471,249.3509327,20758.44006,1859.201851,43.77812477,28.06925985,0.036412864,3.78433572,NA,0.008381782,NA,0.575343792,5.377888911,0.030888781,NA
"MI","503",1.800943894,6.484923389,1142.847968,35.06400267,237.4569354,44113.8227,1671.289747,51.73857402,30.14195487,0.032008597,3.010681462,5.240658597,0.01099581,NA,0.597465273,4.094829689,0.038732477,0.029969614
"MI","505",6.154927026,8.612605386,1340.708322,30.36447947,169.0901547,14078.63523,903.3814478,25.39216541,20.24561017,0.020214344,3.376577725,5.161993874,0.004692858,NA,0.27651276,2.442227205,0.022878057,0.019394135
"MI","506",3.713065989,23.6079483,1408.078046,26.00568252,212.932967,137234.2177,1166.63857,41.95274747,20.08880355,0.020729114,3.574721389,14.36220332,0.005504617,0.020935708,2.256486634,2.779690805,0.024788953,0.045270724
"MI","507",2.669971496,6.296389962,1639.233143,43.35402878,319.1448426,92748.54906,2280.10192,52.6100681,31.7370864,0.040338888,4.662862384,6.163882286,0.013289887,NA,1.56767738,5.807097608,0.049485445,0.03189677
"MI","508",1.318098408,16.09517394,1850.138127,43.75785522,343.0044428,80007.70804,1731.16129,31.64622062,32.14763402,0.03365796,3.755925967,4.92716855,0.009050499,NA,1.593819561,4.153350688,0.04452559,0.043152504
"MI","511",3.978741328,9.204516219,1392.17041,37.36698935,304.6845648,31942.47184,1578.661278,38.79827776,24.45269938,0.019284739,3.759019886,4.410821382,0.015333828,NA,0.75375517,4.206487563,0.023417787,0.045237178
"MI","512",3.32585455,18.32998807,1382.787734,29.98232605,311.3923941,55197.50338,1271.585455,39.23171538,31.25694304,0.037116558,4.113262576,5.610770618,0.010110674,NA,0.835669404,3.346896446,0.042353643,0.026539768
"MI","513",5.038198187,7.767415093,1913.52962,39.93248824,218.5283535,25506.30151,1296.342158,36.34759016,23.92687803,0.016106551,2.398737853,4.082117564,0.009698607,NA,0.422839053,3.404621951,0.022432992,NA
"MI","515",4.897349966,8.486256945,1008.14734,31.44348439,188.7100144,40430.51709,961.704143,34.66566241,21.08846987,0.026455088,2.968849309,4.817477478,0.006928608,NA,0.54313255,2.726203855,0.01896144,0.01237998
"MI","516",2.922308966,8.23144215,1908.203366,45.10651627,451.7813733,72935.85921,1179.83182,41.38375972,23.7709866,0.01594108,3.455926189,7.019784513,0.015257479,NA,1.76868582,3.699741455,0.020498041,0.031108967
"MI","52",1.967762308,6.194499456,1176.296099,48.85244937,201.2742499,18614.96053,1176.935378,50.39981199,33.17304866,0.019262716,4.217802303,8.90282198,0.021137959,NA,0.405017403,3.63296133,0.037943492,0.07625598
"MI","520",2.163606283,6.864792643,1567.309348,38.1302715,337.4733655,64718.34356,2021.955799,52.76563126,25.92107624,0.028488201,5.117660993,6.491996619,0.009958749,NA,1.736778364,5.75110862,0.047270987,0.059616222
"MI","521",NA,10.51533801,1246.271224,42.67175626,281.9797263,17838.10317,1907.456143,45.94826244,30.02845125,0.028559773,4.684244175,5.921470106,0.009702693,0.013237193,0.354852101,5.166671802,0.031485753,0.038897685
"MI","522",1.568161786,NA,1144.800312,35.22424243,285.7005389,109626.1289,1127.748022,37.0715838,25.4681233,0.023361673,4.033407428,4.858922633,0.009805945,NA,1.725512619,3.202171775,0.047365829,0.009298087
"MI","523",3.580371555,6.957515169,1856.406271,29.96206494,243.5434137,32334.98289,1309.672201,67.04058223,30.99284802,0.029722899,3.54478798,6.866860434,0.012133044,0.003588602,0.420708954,3.274141482,0.042907177,0.060918095
"MI","524",6.347775581,15.77116516,1272.83701,43.21847699,237.6728121,30034.56411,NA,41.2599436,30.58502676,NA,2.894267521,NA,0.006273066,0.008204915,0.634976374,3.73064908,0.037022682,0.019362208
"MI","525",7.117561542,11.52800341,1008.334469,34.81030076,280.0215966,85230.69036,1197.653489,45.32730311,28.90211357,0.029528871,2.530325888,7.42580616,0.005262932,0.003068189,2.287297834,3.092391121,0.026564425,0.012593655
"MI","526",1.91540727,5.352469258,1029.93671,32.96746459,314.5564047,51158.25533,1027.742792,39.18920744,23.26062223,0.02414439,4.115604063,6.220197969,0.004163952,NA,0.741886472,2.549697059,0.028311166,0.012560566
"MI","527",2.941746322,9.896262606,785.8656363,58.49130733,305.4174422,80669.63092,886.6778003,34.30179506,34.95443439,0.039726599,3.235700754,7.26373744,0.011663883,NA,0.975933437,2.327255141,0.033047389,0.036522408
"MI","53",3.571277061,8.619455417,1307.451876,41.3553526,326.653562,55632.13122,1617.113442,69.60804939,33.99213031,0.035962634,4.100890979,NA,0.013489522,NA,1.453654962,3.650260507,0.038705813,0.033341936
"MI","530",2.83772313,6.961211936,1354.710764,32.55144318,248.0313746,49907.14484,1321.65961,53.01786988,25.29005825,0.025252245,3.900037913,9.159644383,0.006430996,NA,1.219867932,3.313959648,0.033092479,0.019596696
"MI","531",1.801845093,8.613405239,1151.431524,25.23148848,301.2844243,56901.40941,1265.116126,40.43132562,20.73186067,0.026230295,3.906077965,3.807664715,0.006482919,NA,0.970386128,3.589850052,0.029677254,0.015280816
"MI","532",3.397286145,8.051490761,1616.474031,45.06246254,493.1042018,42472.74499,NA,58.07566094,41.27547415,0.042876057,3.66192373,NA,0.01173494,NA,0.881940539,6.714913395,0.053595353,0.04757603
"MI","533",2.168185489,5.048426676,1118.511128,50.76686644,351.2668281,18647.60064,1241.048668,28.41673327,32.84823916,0.030044642,3.313595804,4.754834908,0.00606923,NA,0.42763866,3.413256409,0.031853657,0.011883067
"MI","534",1.680377037,10.74232584,1109.415186,NA,535.4629738,82998.62411,1995.444931,64.86698827,NA,0.053730852,4.921705929,11.11537709,0.018000861,0.004530566,1.279250207,4.732412741,0.043854323,0.0479976
"MI","535",6.300484318,12.2506971,1234.34899,26.93457975,222.5099973,55951.77029,1430.450831,41.3660524,22.22694453,0.017129854,2.268015049,3.841634921,0.010801851,0.00786691,1.307013489,3.124787984,0.026410665,0.007613231
"MI","536",1.906711717,8.342765007,1351.020069,45.03388687,247.2981121,55778.92881,1381.02244,48.41886039,28.38017979,0.019665968,3.086919671,5.39903932,0.010908635,NA,1.149255084,4.226188363,0.039430757,0.039373354
"MI","537",1.734084589,10.17251086,1146.146503,54.60195827,282.7928799,83557.26489,1380.042284,47.26831331,35.92907409,0.038832831,3.811762048,5.43516253,0.007167333,NA,1.333596542,3.489312098,0.039229931,0.017607087
"MI","539",2.712603585,5.52137444,1682.741057,32.90440294,298.4323974,64735.26609,1439.236975,45.57969505,29.49715712,0.032281997,2.864710258,3.98843016,0.010861768,NA,0.80500006,3.490963617,0.041100046,0.016661124
"MI","54",3.904911229,6.189510107,1245.156064,34.56982305,341.8289055,60432.16254,1210.927212,49.14330618,29.81711964,0.029022634,4.151664403,7.925047771,0.012166202,NA,0.737035221,3.193462527,0.037932559,0.029926013
"MI","540",4.302949242,7.787388057,1081.863942,33.12653488,255.138884,62610.45573,1558.107021,35.64764782,24.56234099,0.028228951,3.778698801,6.890983326,0.00809941,0.000640343,0.943585025,3.466708437,0.042107488,0.010674317
"MI","541",1.407740735,7.853485266,1213.811309,42.80115462,349.2725377,63065.85327,2255.860766,61.86202763,29.4989948,0.03581696,5.421510205,NA,0.009443805,0.006381355,1.228156131,6.826155333,0.030596167,0.017191079
"MI","542",2.902296478,12.44976365,1130.593698,59.28926428,303.7522516,106336.9621,1033.954076,38.67481163,31.81627097,0.019651635,3.471410921,5.327792368,0.01336828,NA,1.697274848,2.386986596,0.02736615,0.012231287
"MI","544",5.355686325,10.36753783,830.0587067,28.72249559,142.2513174,77983.75763,996.0036947,48.24814354,18.43884518,0.018177432,1.991684218,5.483076979,0.005369929,0.004102549,1.260358021,2.762333897,0.017525223,0.033296399
"MI","545",2.327125748,21.89219963,1430.987557,34.05867523,283.3572482,57084.92119,1079.449144,44.65696577,26.16237994,0.027422701,3.763797487,5.800475996,0.009224249,0.004462564,1.099388942,3.430096582,0.036299058,0.018660455
"MI","546",4.479724975,8.586640008,1499.74945,27.65888908,224.1934967,48427.20484,798.6464875,35.65412994,20.72505387,0.019179275,4.995480157,5.4959821,0.004859361,0.003309597,1.19113236,2.965003544,0.02610937,0.017402888
"MI","547",2.252724856,10.63121187,1471.333523,44.79753713,333.9804905,40748.53486,1071.297769,65.58803681,29.72286919,0.031821946,4.537925361,7.289233918,0.009654099,NA,1.154429413,3.899306311,0.031616966,0.06336305
"MI","548",2.693069262,5.270962242,1424.592799,44.9498331,270.5844462,30948.33936,1419.333447,54.99664766,32.55252099,0.038062989,4.048619908,6.273001692,0.010043652,0.012922273,0.546042376,3.830063769,0.040120189,0.021964013
"MI","549",4.016520731,20.7811096,1018.393986,75.56190344,423.6004878,93174.45399,1390.86764,27.32902402,45.51776696,0.025387081,3.955649527,10.53521224,0.014655165,NA,1.945863139,3.739978445,0.048640758,0.006864506
"MI","55",1.516283632,16.34083685,1218.104334,33.88558365,289.60502,52036.49826,1315.976011,44.88694032,25.72801431,0.023458361,4.574944788,8.041400542,0.010905004,NA,1.133432463,3.514783106,0.040509167,0.027784989
"MI","552",1.839173519,NA,1401.049533,57.77885508,305.6893525,94080.7135,951.5028281,42.18757395,36.07089131,0.048105375,4.409693196,NA,0.008575863,NA,2.309004374,2.387964709,0.032863767,0.020553422
"MI","553",3.426048624,11.49949994,1084.985596,36.7890964,275.457145,69458.85855,1280.390727,48.89828946,27.75987515,0.034181372,2.674640132,7.324443939,0.01162758,0.016696364,1.522711347,3.288882272,0.034407335,0.022076258
"MI","555",3.399103565,NA,1670.284919,21.55464511,205.607951,30641.53943,1039.6406,28.32585775,17.64283109,0.020027724,2.31858827,4.893869196,0.007435476,0.006474463,0.637777999,3.317908485,0.023049694,0.024441648
"MI","557",3.400676928,7.091666675,938.4202748,40.31261502,298.5543568,72543.55198,744.1176283,33.85240626,28.36963146,0.027491926,3.281966618,6.653459827,0.006123485,NA,0.944245626,2.060461539,0.033314598,0.013775092
"MI","558",2.635659245,7.770024948,1626.956666,37.15082119,226.3918794,46161.64168,1648.449336,62.36127676,30.87745257,0.038841812,3.485611274,5.203048086,0.010350408,NA,0.526580501,4.036871294,0.034135076,0.04586449
"MI","559",3.782780693,8.21577309,1309.725742,32.11172533,229.9367457,52971.56867,1157.775729,42.40603457,27.2319036,0.027359657,4.006606406,5.553334889,0.011739462,NA,0.823904738,2.922845157,0.045291202,0.032455785
"MI","56",4.366545922,NA,1208.389766,48.54832939,258.5666561,63206.21273,1369.36065,47.86058842,28.42475226,0.020685933,3.500686231,4.744099959,0.016681552,NA,1.740316097,4.455676761,0.036994396,0.024214353
"MI","560",3.330388299,14.45748731,1031.919446,NA,388.461122,89932.9014,1580.647433,50.60725582,NA,0.057475263,4.367712035,11.09547596,NA,NA,1.470632596,4.376169785,0.036851731,0.051032388
"MI","562",3.042807442,7.267234799,1649.133619,37.07475885,309.5659414,26234.97823,906.4505634,73.38512143,25.97424592,0.027766831,3.484581602,5.863508791,0.008575525,NA,0.548750636,3.341507911,0.029120337,0.0623214
"MI","563",1.669068638,16.90738532,1764.611872,31.74325727,247.4955023,120491.8462,1768.035753,50.36428814,22.04265335,0.020417393,3.020431591,8.735863921,0.005924246,0.005507538,2.035779631,4.896733711,0.03075076,0.073445146
"MI","565",4.695834361,7.700786069,1430.618501,47.25515134,472.9837659,47828.41892,1448.684122,50.14156508,27.04479566,0.025420986,3.465817424,5.448133962,0.012957295,NA,1.334824926,4.006351438,0.02225696,0.052059762
"MI","566",3.153745218,5.239024425,1060.235459,52.37807986,262.2444221,29398.45447,1275.082692,61.47500682,30.79847869,0.024788421,3.912365213,8.320417928,NA,NA,0.650990919,3.856016468,0.026207439,0.052423254
"MI","567",1.39531283,12.79937422,1001.507816,45.49897474,337.6788341,39708.19315,1449.821922,62.0271178,27.53247239,0.025056121,3.724775484,7.6135237,0.016168254,NA,1.01763028,4.282612996,0.04341438,0.034794221
"MI","569",2.074269337,16.43585447,1239.566136,55.46640964,306.864697,65468.36959,1343.86361,55.51292551,27.51285329,0.026909293,5.010116442,5.327575365,0.012598069,NA,1.618589985,4.510918726,0.042098037,0.039955684
"MI","57",5.255384133,9.666009915,1074.010444,26.41840073,173.3476935,51197.62732,1492.531657,39.31448465,19.9167215,0.021835993,2.79848926,5.834068317,0.008181092,0.018361036,0.86112226,3.499690101,0.026836294,0.028874586
"MI","570",1.756581141,5.832685124,1493.013824,33.57782501,269.7380037,65872.68098,1535.272241,52.28319149,20.21811319,0.01781873,2.320110528,4.590953148,0.006977182,NA,1.191893368,3.86230514,0.024353008,0.038223395
"MI","571",3.136919819,23.76579454,1944.516976,38.62001635,228.8562056,106113.0781,1486.255346,44.56817148,28.01401938,0.037016876,4.198640492,4.904544623,0.009746056,NA,1.761220842,3.94404673,0.028271514,0.045858486
"MI","572",2.98842537,10.80953269,1384.554992,41.28617667,287.313211,36641.37125,1178.085254,52.26705841,24.88314084,0.032254074,5.870113593,8.855724314,0.0070942,NA,0.7102257,3.193538961,0.035396794,0.053149022
"MI","573",2.120576891,12.27228654,1306.768514,44.47281413,229.4195851,48106.93276,2322.495832,42.14989433,27.11974837,0.04866956,3.947345765,NA,0.011110999,NA,1.037569236,4.471880911,0.023100136,0.03474464
"MI","574",3.361054586,7.940470926,1361.278995,64.45529392,453.6843862,79131.46039,1367.602779,63.09500959,32.74871451,0.017998396,3.207489406,6.296495304,NA,NA,1.157374389,3.574868362,0.030547312,0.026024835
"MI","576",2.24297101,11.41289252,1056.349953,44.64587109,197.5500553,29932.85336,1048.650077,53.38788955,28.92762096,0.033359977,3.777697215,8.778031271,0.006856692,NA,0.657807482,3.3373745,0.028763147,0.025895717
"MI","577",5.835875088,17.07330008,1364.438133,26.54323469,292.234432,75595.04841,1200.475051,42.17370073,21.70688554,0.020520932,3.71401943,7.363761499,0.006756168,0.010545966,1.814049258,3.721959467,0.020628451,0.060973183
"MI","578",5.59613113,11.58961275,1005.35393,32.60467778,209.3058504,47722.94547,2255.939518,28.11769213,22.73140321,NA,2.283644096,NA,0.009493208,0.001613064,0.847369132,3.274920377,0.028275459,0.029801268
"MI","579",2.425042634,5.948710387,1875.730506,35.35984927,236.5749106,18204.02392,1575.476576,46.1740363,27.63668904,0.018275151,3.358403718,3.68649661,0.020505114,0.005340882,0.365585688,4.731065821,0.02228873,0.034421866
"MI","580",7.451243978,12.08677028,1160.817697,29.94505895,318.4352528,67466.34449,887.0412786,37.34312223,22.82946063,0.02565495,5.149089635,13.10559443,0.006756548,0.019770824,0.998346494,2.097076706,0.02054163,0.022675744
"MI","581",2.397573797,4.690737716,1129.441911,38.0499206,236.4421447,18627.90543,1325.289668,49.16345336,26.15025797,0.029045446,3.53158417,8.240513244,0.008009392,NA,0.291576013,3.603756871,0.029453997,0.024767612
"MI","583",2.32889638,5.501567823,1298.45341,53.47884011,298.5406726,36930.49004,1522.185638,61.48580592,30.90776977,0.031121017,3.752106801,6.376316581,0.007674493,NA,0.786182108,3.860760444,0.037112327,NA
"MI","584",0.996790818,5.587956939,1109.748954,45.31588389,236.7800667,37616.52718,1038.591494,46.57797902,25.47543742,0.029336327,4.643753347,7.014177937,0.017270361,NA,0.819812843,3.146552616,0.031582928,0.016449195
"MI","585",3.055990412,9.837462182,970.5507826,46.53133545,274.8455252,32623.76878,1212.706089,35.57983199,40.16486628,0.032320396,4.340033285,5.264712581,0.010269068,NA,0.690613854,3.231334624,0.030553151,0.011548453
"MI","586",1.998628366,18.23526392,1409.729523,39.95338409,211.278783,62634.98435,1446.220253,46.74617875,24.62480158,0.01876788,3.280345658,6.06830855,0.020829823,NA,0.792224012,4.377292827,0.02839245,0.045746498
"MI","588",3.195011308,12.80950654,1234.105271,28.17788675,201.0462517,31713.79105,NA,50.48139568,21.35429043,NA,3.182450241,NA,0.006985812,NA,0.796233424,4.733356385,0.018156308,0.027089624
"MI","589",3.358403685,8.677534081,1707.685443,42.99536637,407.6343446,46944.8314,1556.846478,48.04859881,34.91501176,0.036295817,4.933428979,8.924804441,0.010023263,NA,0.76471982,3.719645135,0.044723432,0.039174143
"MI","592",3.756356985,6.139131778,883.4896428,51.34979939,304.9955119,93274.64596,1222.686082,57.69105258,24.52959686,0.018270724,2.597059596,5.231520852,0.009493673,NA,1.439501026,2.790068368,0.03742025,0.039661618
"MI","593",2.53827863,8.814261051,1542.879082,35.18085524,206.8549196,39530.41353,1674.808403,68.89072409,23.24882118,0.03878768,3.916817409,8.194744355,0.008624173,NA,0.847710763,4.933591449,0.029769292,0.065026167
"MI","594",2.812702422,9.121743063,955.191998,36.62159663,215.0865683,63625.2988,1279.520236,57.33073846,29.5996083,0.031296687,2.816346249,5.393789987,0.009672906,0.00419341,1.079459728,3.500718092,0.02446208,0.031675939
"MI","595",2.679409498,6.207282948,1051.223745,39.04431748,272.5274008,20168.04745,1500.953664,58.47102605,33.5632339,0.029219508,4.002412612,4.952812682,0.011680191,NA,0.403247853,4.221040698,0.030769391,0.034632825
"MI","596",4.45857119,6.692427804,1626.910746,34.71192829,251.364423,49736.56035,1776.715756,49.91958386,26.18747231,0.028107636,4.046447147,3.752255751,0.009394237,0.003143941,1.171344753,4.769273618,0.035190365,0.033763117
"MI","597",5.583982844,11.19096872,1050.464276,27.39008167,231.2811558,83077.01183,1364.146013,43.24175833,23.35030244,0.020874034,2.916179236,5.042183124,0.00816658,0.012417095,1.288965625,3.037116555,0.046232242,0.006779715
"MI","598",3.040458395,5.646428779,1398.44349,40.6177243,310.486307,28330.30719,1321.499645,44.0504994,34.0608491,0.034150099,3.922261575,5.09873915,0.01224498,NA,0.414100878,3.769307672,0.035204491,0.052357082
"MI","600",1.930302512,6.915601886,1351.373465,28.35658493,241.3757622,25985.91572,1218.240252,68.29533916,23.34162924,0.029467754,3.64626248,5.664880701,0.006038519,NA,0.770235355,4.006115143,0.021506478,0.024186282
"MI","601",1.411286559,7.017526086,1992.225607,53.71447646,295.7307386,94656.14934,1811.370265,49.32097018,31.23051197,0.020871219,3.448908592,NA,NA,NA,NA,4.721566495,0.025840682,0.024717342
"MI","605",1.536321274,14.755175,979.8096518,43.84680092,423.2624088,NA,1548.354366,24.66806905,25.57304779,0.031377455,4.049206016,5.042150638,0.007880733,NA,NA,4.695306352,0.040469921,0.029945267
"MI","606",3.350440217,10.02218722,1266.222745,33.44030638,232.0202393,40055.10244,1156.984479,40.85527385,28.83358561,0.045322108,4.605366872,4.160800671,0.00845339,NA,0.747553685,3.199129853,0.034286911,0.027223705
"MI","608",1.420166958,18.14915523,1316.295618,44.40978558,351.4929706,66682.56929,1529.173522,83.9461009,23.88185884,0.021087424,2.964099195,11.94842832,0.015591089,NA,1.399077709,4.535524106,0.034708148,0.073182626
"MI","609",4.073039349,11.69480498,1722.406722,30.17783231,235.5390965,47521.15205,NA,44.37740616,25.62144834,0.047039874,4.443209382,NA,0.01558671,NA,0.912170901,4.609416186,0.021178784,0.029037137
